,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
279,2,1.0,1.0,2,60.00,,,1,80,8.0,10.0,10.0,10.0,10.0
280,4,1.0,1.0,1,135.00,350.00,50.00,32,99,10.0,10.0,10.0,10.0,10.0
281,8,2.0,3.0,3,310.00,350.00,195.00,47,95,9.0,9.0,9.0,10.0,9.0
282,1,1.0,1.0,1,40.00,350.00,35.00,3,87,7.0,9.0,10.0,9.0,8.0
283,8,2.5,3.0,3,245.00,200.00,145.00,38,95,10.0,10.0,10.0,10.0,9.0
284,2,1.0,1.0,1,57.00,,25.00,83,92,9.0,10.0,10.0,10.0,9.0
285,3,1.0,0.0,1,120.00,250.00,22.00,44,98,10.0,10.0,10.0,10.0,10.0
286,6,1.0,1.0,6,120.00,200.00,85.00,32,88,9.0,9.0,9.0,10.0,9.0
287,12,3.0,6.0,6,490.00,500.00,225.00,24,99,10.0,10.0,10.0,10.0,10.0
288,6,1.0,2.0,2,200.00,,45.00,5,96,10.0,10.0,10.0,9.0,10.0
289,2,1.0,1.0,1,95.00,100.00,30.00,88,97,10.0,10.0,10.0,10.0,10.0
290,2,1.0,1.0,1,160.00,100.00,20.00,1,80,8.0,6.0,10.0,10.0,10.0
291,2,2.0,1.0,1,55.00,,25.00,49,95,10.0,10.0,10.0,10.0,10.0
292,5,1.0,2.0,3,144.00,200.00,80.00,32,96,10.0,10.0,10.0,10.0,10.0
293,4,1.0,0.0,2,115.00,,50.00,86,95,10.0,10.0,10.0,10.0,9.0
294,2,2.0,1.0,1,55.00,,25.00,73,98,10.0,10.0,10.0,10.0,10.0
295,3,1.0,1.0,1,95.00,,,11,98,10.0,10.0,10.0,10.0,10.0
296,4,1.0,1.0,2,95.00,,,118,93,9.0,9.0,9.0,10.0,10.0
297,2,1.0,1.0,1,50.00,,10.00,1,80,10.0,10.0,10.0,10.0,8.0
298,2,1.0,1.0,1,75.00,,,7,97,9.0,10.0,10.0,9.0,10.0
299,2,1.0,1.0,1,130.00,500.00,,2,80,9.0,10.0,10.0,10.0,10.0
300,5,3.0,3.0,3,235.00,150.00,125.00,5,96,10.0,10.0,10.0,10.0,10.0
301,4,1.0,1.0,1,100.00,,25.00,1,80,10.0,10.0,10.0,10.0,8.0
302,2,1.0,1.0,1,120.00,,,2,80,9.0,8.0,8.0,9.0,10.0
303,5,1.0,2.0,3,110.00,,40.00,60,97,10.0,10.0,10.0,10.0,10.0
304,2,1.0,1.0,1,88.00,,35.00,21,94,10.0,9.0,9.0,10.0,9.0
305,2,1.0,1.0,1,55.00,,20.00,31,97,10.0,10.0,10.0,10.0,10.0
306,2,1.0,0.0,1,145.00,200.00,100.00,23,97,10.0,10.0,10.0,10.0,10.0
307,6,2.0,3.0,3,425.00,500.00,150.00,38,96,10.0,10.0,10.0,10.0,9.0
308,2,1.0,1.0,1,114.00,250.00,50.00,66,95,10.0,10.0,10.0,10.0,10.0
309,3,1.0,1.0,1,110.00,300.00,50.00,63,98,10.0,10.0,10.0,10.0,10.0
310,2,1.0,1.0,1,117.00,250.00,50.00,72,97,10.0,10.0,10.0,10.0,10.0
311,4,1.0,2.0,2,275.00,500.00,100.00,28,99,10.0,10.0,10.0,10.0,10.0
312,2,1.5,1.0,1,85.00,,,25,98,10.0,10.0,10.0,10.0,10.0
313,2,1.0,1.0,1,53.00,200.00,20.00,27,96,9.0,10.0,10.0,9.0,9.0
314,4,1.0,2.0,2,107.00,,120.00,24,94,9.0,10.0,10.0,10.0,10.0
315,4,1.0,2.0,3,89.00,100.00,60.00,10,94,10.0,10.0,10.0,9.0,9.0
316,7,1.0,3.0,3,89.00,450.00,75.00,52,99,10.0,10.0,10.0,10.0,10.0
317,2,1.0,1.0,1,89.00,250.00,60.00,11,98,10.0,9.0,10.0,9.0,10.0
318,2,1.0,1.0,1,76.00,,35.00,4,95,10.0,9.0,9.0,10.0,9.0
319,4,1.0,2.0,2,74.00,,50.00,28,89,9.0,10.0,10.0,10.0,9.0
320,4,1.0,2.0,2,180.00,,55.00,7,94,10.0,9.0,9.0,9.0,9.0
321,5,1.0,2.0,2,179.00,,,6,97,10.0,10.0,10.0,9.0,10.0
322,4,1.0,2.0,3,115.00,,20.00,17,95,9.0,10.0,10.0,9.0,9.0
323,5,1.0,2.0,2,140.00,,,8,97,9.0,10.0,10.0,10.0,10.0
324,3,1.0,1.0,2,70.00,,,20,92,9.0,10.0,10.0,9.0,9.0
325,6,2.0,3.0,3,300.00,,,6,83,9.0,10.0,10.0,10.0,10.0
326,2,1.5,1.0,1,84.00,200.00,50.00,8,93,10.0,10.0,10.0,9.0,9.0
327,3,1.0,1.0,1,97.00,250.00,25.00,13,98,10.0,10.0,10.0,10.0,10.0
328,2,1.0,1.0,1,150.00,300.00,75.00,9,96,10.0,10.0,10.0,10.0,9.0
329,4,1.0,2.0,2,110.00,200.00,50.00,112,97,10.0,10.0,10.0,10.0,10.0
330,8,2.5,3.0,4,265.00,,169.00,12,95,10.0,10.0,10.0,9.0,9.0
331,6,1.0,2.0,2,115.00,100.00,80.00,10,88,10.0,9.0,10.0,9.0,9.0
332,2,1.0,1.0,1,109.00,,,81,98,10.0,10.0,10.0,10.0,10.0
333,2,1.5,1.0,1,60.00,,,42,86,8.0,10.0,10.0,9.0,9.0
334,6,3.0,3.0,3,249.00,200.00,100.00,37,93,10.0,9.0,10.0,9.0,9.0
335,4,2.0,3.0,1,100.00,250.00,300.00,1,91,10.0,10.0,8.0,10.0,8.0
336,5,1.0,2.0,2,99.00,200.00,75.00,4,95,9.0,10.0,10.0,9.0,10.0
337,3,1.0,1.0,1,96.00,,20.00,56,92,9.0,9.0,10.0,10.0,10.0
338,4,1.0,1.0,2,92.00,95.00,30.00,41,94,9.0,9.0,10.0,10.0,9.0
339,4,1.0,1.0,2,85.00,,,6,97,10.0,10.0,10.0,10.0,9.0
340,4,1.0,1.0,2,55.00,100.00,10.00,11,96,9.0,10.0,10.0,10.0,9.0
341,4,1.0,1.0,1,55.00,150.00,35.00,5,92,8.0,8.0,8.0,10.0,9.0
342,2,1.0,1.0,1,80.00,,,1,80,10.0,10.0,10.0,10.0,8.0
343,6,1.0,2.0,3,145.00,400.00,,135,97,10.0,10.0,10.0,10.0,10.0
344,2,1.0,1.0,1,140.00,500.00,35.00,14,97,10.0,10.0,10.0,10.0,10.0
345,2,1.0,1.0,1,40.00,,,107,97,9.0,10.0,10.0,9.0,10.0
346,4,1.0,2.0,2,225.00,300.00,80.00,22,94,10.0,10.0,10.0,10.0,10.0
347,4,1.0,2.0,2,175.00,400.00,,28,96,10.0,10.0,10.0,10.0,10.0
348,6,1.5,3.0,3,79.00,200.00,75.00,92,97,9.0,10.0,10.0,10.0,9.0
349,2,1.0,1.0,1,59.00,,,11,89,9.0,9.0,10.0,10.0,9.0
350,2,1.0,1.0,1,140.00,400.00,125.00,4,95,10.0,10.0,10.0,10.0,10.0
351,2,1.5,1.0,1,60.00,,,34,97,9.0,10.0,10.0,10.0,10.0
352,5,1.5,2.0,2,100.00,,10.00,48,98,10.0,10.0,10.0,10.0,10.0
353,2,1.5,1.0,1,40.00,,,30,96,9.0,10.0,10.0,10.0,10.0
354,4,1.0,1.0,2,99.00,,20.00,3,93,10.0,8.0,9.0,10.0,10.0
355,2,1.5,1.0,1,45.00,,,18,93,9.0,10.0,10.0,10.0,10.0
356,3,1.0,1.0,2,75.00,300.00,25.00,78,98,10.0,10.0,10.0,10.0,10.0
357,2,1.0,0.0,1,119.00,,,25,96,9.0,10.0,10.0,10.0,10.0
358,2,1.0,1.0,2,99.00,,20.00,1,80,10.0,10.0,10.0,10.0,8.0
359,6,1.0,3.0,3,225.00,250.00,25.00,2,90,8.0,10.0,10.0,10.0,9.0
360,6,1.5,3.0,3,335.00,1000.00,150.00,14,98,10.0,10.0,10.0,10.0,9.0
361,2,1.0,1.0,1,90.00,,25.00,33,96,10.0,10.0,10.0,10.0,10.0
362,2,1.5,1.0,1,111.00,100.00,5.00,13,94,8.0,10.0,9.0,9.0,9.0
363,4,1.0,1.0,2,110.00,100.00,75.00,60,88,9.0,10.0,9.0,10.0,9.0
364,8,2.0,3.0,2,325.00,200.00,119.00,6,93,10.0,10.0,10.0,10.0,10.0
365,4,1.0,1.0,2,141.00,500.00,45.00,29,94,10.0,9.0,9.0,10.0,9.0
366,8,4.0,4.0,6,775.00,500.00,100.00,9,98,10.0,10.0,10.0,10.0,9.0
367,2,1.0,1.0,1,95.00,,20.00,6,97,8.0,10.0,9.0,9.0,10.0
368,2,1.0,1.0,1,88.00,,30.00,8,98,10.0,10.0,10.0,10.0,10.0
369,5,1.0,2.0,2,125.00,100.00,25.00,132,95,10.0,10.0,10.0,9.0,9.0
370,5,2.0,2.0,2,145.00,200.00,120.00,3,93,9.0,10.0,10.0,10.0,9.0
371,1,1.0,1.0,1,60.00,,,7,94,10.0,9.0,9.0,9.0,9.0
372,2,1.0,1.0,1,95.00,200.00,75.00,93,94,10.0,10.0,10.0,9.0,10.0
373,2,1.0,0.0,1,140.00,,60.00,24,88,10.0,10.0,10.0,9.0,9.0
374,6,2.0,2.0,3,250.00,500.00,95.00,7,97,10.0,9.0,10.0,10.0,10.0
375,5,1.0,2.0,3,225.00,250.00,150.00,11,95,10.0,10.0,10.0,9.0,9.0
376,2,1.0,1.0,1,65.00,300.00,7.00,16,94,10.0,10.0,10.0,8.0,9.0
377,2,1.0,1.0,1,59.00,100.00,20.00,1,80,10.0,10.0,10.0,10.0,8.0
378,2,1.0,1.0,1,55.00,,15.00,27,90,9.0,9.0,9.0,9.0,9.0
379,2,1.0,1.0,1,129.00,,29.00,14,98,10.0,10.0,10.0,10.0,10.0
380,2,1.0,1.0,1,65.00,,,28,96,10.0,10.0,10.0,9.0,10.0
381,2,1.0,1.0,1,75.00,100.00,20.00,6,88,8.0,9.0,10.0,8.0,9.0
382,2,1.0,1.0,1,80.00,,10.00,10,98,10.0,10.0,9.0,9.0,10.0
383,2,1.0,1.0,1,95.00,,50.00,8,94,10.0,9.0,10.0,9.0,9.0
384,2,1.0,0.0,1,85.00,100.00,50.00,54,98,10.0,10.0,10.0,9.0,10.0
385,6,1.0,2.0,4,99.00,250.00,100.00,66,89,9.0,9.0,10.0,9.0,9.0
386,4,1.5,1.0,2,73.00,500.00,45.00,6,92,9.0,10.0,10.0,9.0,10.0
387,6,2.0,2.0,2,170.00,100.00,75.00,27,96,9.0,10.0,10.0,10.0,9.0
388,2,1.5,1.0,1,48.00,,30.00,45,99,10.0,10.0,10.0,10.0,10.0
389,2,2.0,1.0,1,90.00,,20.00,8,98,10.0,10.0,10.0,10.0,9.0
390,3,1.0,1.0,2,82.00,,40.00,181,95,10.0,10.0,10.0,9.0,9.0
391,2,1.0,1.0,1,105.00,,,56,96,10.0,10.0,10.0,9.0,9.0
392,8,2.0,2.0,2,250.00,350.00,50.00,1,80,6.0,10.0,10.0,8.0,4.0
393,2,1.0,1.0,1,75.00,150.00,15.00,30,98,10.0,10.0,10.0,10.0,10.0
394,3,1.0,1.0,1,95.00,95.00,,54,96,9.0,10.0,10.0,9.0,10.0
395,4,1.0,1.0,2,150.00,500.00,80.00,10,98,10.0,10.0,10.0,10.0,10.0
396,2,1.0,1.0,1,65.00,,40.00,12,90,8.0,10.0,10.0,9.0,9.0
397,2,1.0,1.0,1,89.00,,45.00,25,98,10.0,10.0,10.0,10.0,10.0
398,2,1.0,1.0,1,109.00,,25.00,46,95,10.0,10.0,10.0,9.0,10.0
399,6,1.0,2.0,3,99.00,250.00,100.00,10,84,9.0,9.0,9.0,8.0,8.0
400,5,2.5,3.0,3,150.00,200.00,140.00,25,97,10.0,10.0,10.0,10.0,9.0
401,4,1.0,1.0,2,120.00,100.00,40.00,27,98,10.0,10.0,10.0,9.0,9.0
402,2,1.5,1.0,1,50.00,,,12,98,10.0,10.0,10.0,10.0,10.0
403,2,1.0,1.0,1,129.00,,10.00,28,88,9.0,10.0,10.0,9.0,9.0
404,6,3.5,3.0,3,295.00,995.00,195.00,22,96,10.0,10.0,10.0,9.0,9.0
405,6,2.5,2.0,3,175.00,500.00,200.00,17,95,10.0,10.0,10.0,10.0,9.0
406,5,2.0,2.0,3,150.00,200.00,100.00,1,80,10.0,10.0,10.0,8.0,8.0
407,4,1.0,1.0,2,85.00,,10.00,15,95,9.0,10.0,10.0,10.0,10.0
408,3,1.0,1.0,1,80.00,,50.00,35,94,10.0,10.0,10.0,9.0,9.0
409,2,1.0,1.0,1,85.00,,,88,98,10.0,10.0,10.0,9.0,10.0
410,2,1.0,1.0,1,169.00,250.00,,42,97,10.0,10.0,10.0,10.0,9.0
411,4,1.0,1.0,2,130.00,2500.00,75.00,13,98,10.0,10.0,10.0,10.0,10.0
412,2,1.0,1.0,1,79.00,100.00,60.00,36,97,10.0,10.0,10.0,10.0,10.0
413,1,1.0,1.0,1,125.00,,,11,98,10.0,10.0,10.0,10.0,10.0
414,2,1.0,1.0,1,80.00,,25.00,78,97,10.0,10.0,10.0,10.0,10.0
415,2,1.0,1.0,1,97.00,,,58,98,10.0,10.0,10.0,10.0,10.0
416,10,3.5,5.0,7,350.00,500.00,250.00,3,93,10.0,8.0,9.0,9.0,9.0
417,6,2.0,3.0,5,240.00,,25.00,3,93,9.0,10.0,10.0,10.0,9.0
418,6,1.0,2.0,2,125.00,100.00,35.00,31,99,10.0,10.0,10.0,10.0,10.0
419,8,3.0,4.0,5,195.00,,100.00,2,80,7.0,8.0,9.0,10.0,10.0
420,3,1.0,1.0,2,69.00,150.00,25.00,29,96,10.0,10.0,10.0,10.0,10.0
421,3,1.0,0.0,1,200.00,500.00,50.00,12,93,10.0,10.0,10.0,8.0,9.0
422,4,1.0,2.0,2,75.00,200.00,25.00,63,97,10.0,10.0,10.0,10.0,10.0
423,2,1.0,0.0,1,135.00,100.00,65.00,26,95,10.0,10.0,10.0,9.0,9.0
424,4,1.0,1.0,2,110.00,300.00,25.00,10,94,9.0,10.0,10.0,9.0,10.0
425,2,1.0,1.0,1,85.00,,15.00,11,98,10.0,10.0,10.0,10.0,10.0
426,1,1.5,1.0,1,50.00,500.00,10.00,11,89,9.0,9.0,9.0,9.0,9.0
427,2,1.0,1.0,1,78.00,,45.00,4,95,10.0,10.0,10.0,10.0,10.0
428,2,1.0,1.0,1,95.00,150.00,40.00,65,94,10.0,10.0,10.0,10.0,10.0
429,4,2.0,3.0,3,500.00,,85.00,6,93,9.0,10.0,10.0,9.0,9.0
430,4,1.0,1.0,2,115.00,,50.00,53,97,10.0,10.0,10.0,10.0,10.0
431,2,1.0,1.0,1,125.00,,,21,99,10.0,10.0,10.0,10.0,10.0
432,6,1.0,2.0,3,140.00,,50.00,60,94,9.0,10.0,9.0,10.0,10.0
433,2,1.0,1.0,1,80.00,,30.00,64,94,10.0,10.0,10.0,10.0,10.0
434,5,2.0,2.0,2,145.00,200.00,95.00,10,87,9.0,9.0,9.0,9.0,8.0
435,6,1.0,1.0,3,150.00,250.00,50.00,3,93,10.0,9.0,10.0,9.0,8.0
436,3,1.0,1.0,1,65.00,,,14,92,8.0,9.0,10.0,10.0,9.0
437,2,1.0,1.0,1,41.00,500.00,10.00,14,93,9.0,10.0,10.0,9.0,9.0
438,2,1.0,1.0,1,59.00,,,36,95,9.0,10.0,10.0,9.0,9.0
439,2,1.0,1.0,1,47.00,500.00,10.00,28,94,9.0,10.0,10.0,9.0,9.0
440,2,1.0,1.0,1,65.00,,,14,94,9.0,10.0,10.0,10.0,9.0
441,1,1.0,1.0,1,35.00,,,1,80,6.0,10.0,10.0,10.0,8.0
442,2,1.0,1.0,1,43.00,500.00,10.00,12,87,9.0,9.0,10.0,9.0,10.0
443,2,1.0,1.0,1,44.00,500.00,10.00,14,96,10.0,10.0,10.0,10.0,10.0
444,2,1.0,1.0,1,45.00,500.00,10.00,8,83,9.0,10.0,10.0,9.0,9.0
445,2,1.0,0.0,1,109.00,,49.00,1,80,8.0,6.0,4.0,8.0,6.0
446,2,1.0,0.0,1,88.00,150.00,20.00,18,93,10.0,10.0,10.0,9.0,9.0
447,3,2.0,1.0,1,40.00,500.00,10.00,30,89,9.0,10.0,10.0,10.0,9.0
448,4,1.0,0.0,1,85.00,100.00,25.00,7,91,9.0,9.0,9.0,10.0,10.0
449,10,2.0,3.0,7,275.00,200.00,225.00,17,88,9.0,10.0,10.0,9.0,9.0
450,4,1.0,1.0,2,105.00,100.00,60.00,29,89,9.0,9.0,9.0,9.0,9.0
451,4,1.0,1.0,2,150.00,250.00,150.00,8,98,10.0,10.0,10.0,10.0,9.0
452,5,1.0,2.0,2,125.00,,85.00,2,80,7.0,10.0,10.0,9.0,8.0
453,4,1.0,0.0,2,98.00,100.00,60.00,15,80,9.0,8.0,8.0,9.0,8.0
454,4,1.0,1.0,2,110.00,200.00,70.00,13,82,8.0,9.0,8.0,9.0,8.0
455,2,1.0,1.0,1,75.00,,,12,92,10.0,10.0,9.0,9.0,9.0
456,1,1.0,1.0,1,45.00,500.00,10.00,28,89,9.0,9.0,9.0,9.0,9.0
457,1,1.5,1.0,1,30.00,,,1,80,,,,,
458,7,1.5,3.0,5,250.00,500.00,150.00,10,98,10.0,10.0,10.0,10.0,10.0
459,1,1.0,1.0,1,43.00,,20.00,11,91,10.0,9.0,9.0,10.0,9.0
460,3,1.0,1.0,1,112.00,500.00,75.00,40,99,10.0,10.0,10.0,10.0,10.0
461,4,1.0,1.0,2,85.00,100.00,60.00,8,80,9.0,9.0,9.0,9.0,7.0
462,2,1.0,1.0,2,63.00,,,9,82,7.0,9.0,9.0,9.0,9.0
463,1,1.0,1.0,1,41.00,500.00,10.00,15,95,10.0,9.0,10.0,10.0,9.0
464,3,1.0,1.0,2,79.00,400.00,75.00,17,98,10.0,10.0,10.0,9.0,9.0
465,3,1.0,1.0,2,85.00,,5.00,36,94,9.0,10.0,10.0,9.0,9.0
466,2,1.0,1.0,1,75.00,,,3,87,9.0,10.0,10.0,9.0,10.0
467,6,1.0,2.0,2,125.00,250.00,89.00,10,96,9.0,8.0,8.0,9.0,9.0
468,2,1.0,1.0,1,85.00,300.00,50.00,14,96,10.0,9.0,10.0,9.0,10.0
469,2,1.0,0.0,1,88.00,100.00,50.00,12,88,9.0,9.0,9.0,9.0,8.0
470,2,1.0,1.0,1,78.00,,,18,98,10.0,10.0,10.0,10.0,10.0
471,4,1.0,0.0,2,93.00,100.00,60.00,2,90,9.0,10.0,10.0,9.0,8.0
472,2,1.0,1.0,1,40.00,500.00,10.00,23,94,10.0,10.0,10.0,9.0,9.0
473,2,1.0,1.0,1,43.00,500.00,10.00,9,96,10.0,10.0,9.0,10.0,10.0
474,2,1.0,1.0,1,70.00,,,18,99,10.0,10.0,10.0,10.0,10.0
475,3,1.0,1.0,2,90.00,150.00,60.00,9,93,10.0,9.0,10.0,9.0,9.0
476,3,1.0,0.0,2,90.00,,,9,87,8.0,8.0,9.0,9.0,8.0
477,2,1.0,1.0,1,85.00,,15.00,62,91,10.0,10.0,10.0,9.0,9.0
478,3,1.0,1.0,2,115.00,100.00,25.00,14,97,9.0,10.0,10.0,9.0,9.0
479,4,1.0,1.0,1,89.00,100.00,25.00,124,82,8.0,9.0,9.0,9.0,8.0
480,3,1.0,1.0,1,95.00,95.00,,11,98,10.0,10.0,10.0,10.0,10.0
481,8,1.0,4.0,4,306.00,250.00,108.00,1,80,10.0,10.0,10.0,10.0,10.0
482,2,1.0,1.0,1,47.00,500.00,10.00,14,87,9.0,8.0,9.0,9.0,9.0
483,4,1.0,1.0,2,105.00,150.00,60.00,3,80,8.0,8.0,9.0,10.0,8.0
484,2,1.0,1.0,1,83.00,150.00,55.00,11,85,9.0,9.0,9.0,9.0,9.0
485,2,1.0,1.0,1,73.00,,25.00,5,96,10.0,10.0,10.0,10.0,9.0
486,4,2.5,2.0,2,92.00,225.00,80.00,34,97,10.0,10.0,10.0,10.0,10.0
487,2,1.0,1.0,1,59.00,,,146,98,10.0,10.0,10.0,9.0,10.0
488,6,2.0,2.0,2,145.00,250.00,90.00,7,91,9.0,9.0,9.0,9.0,9.0
489,2,1.0,0.0,1,98.00,150.00,60.00,2,80,9.0,10.0,10.0,9.0,8.0
490,3,1.0,1.0,1,95.00,150.00,60.00,23,82,9.0,9.0,8.0,8.0,8.0
491,1,1.0,1.0,1,42.00,350.00,35.00,2,90,9.0,10.0,10.0,10.0,9.0
492,5,2.0,3.0,3,250.00,800.00,120.00,2,90,8.0,10.0,10.0,10.0,9.0
493,2,1.0,1.0,1,40.00,,5.00,4,90,8.0,10.0,10.0,10.0,9.0
494,4,1.0,2.0,3,80.00,200.00,35.00,19,85,8.0,9.0,9.0,9.0,8.0
495,2,1.5,1.0,2,40.00,,,1,80,10.0,8.0,10.0,10.0,10.0
496,2,1.0,1.0,1,88.00,,30.00,93,96,9.0,10.0,10.0,9.0,10.0
497,4,1.0,2.0,2,128.00,100.00,10.00,158,92,9.0,10.0,10.0,10.0,9.0
498,2,1.0,1.0,1,110.00,,25.00,16,95,9.0,10.0,10.0,9.0,9.0
499,4,1.0,1.0,2,155.00,300.00,70.00,49,93,10.0,10.0,10.0,9.0,9.0
500,2,1.0,0.0,1,62.00,,50.00,44,96,10.0,10.0,10.0,10.0,10.0
501,2,1.0,0.0,1,80.00,100.00,25.00,25,99,10.0,10.0,10.0,10.0,10.0
502,2,1.0,1.0,1,105.00,200.00,95.00,28,96,10.0,10.0,10.0,10.0,10.0
503,2,1.0,1.0,1,79.00,,6.00,270,98,10.0,10.0,10.0,10.0,10.0
504,2,1.0,0.0,1,95.00,,50.00,68,98,10.0,10.0,10.0,10.0,10.0
505,2,1.0,1.0,1,90.00,,26.00,52,93,10.0,10.0,10.0,9.0,9.0
506,2,1.0,1.0,1,60.00,,,12,95,10.0,10.0,10.0,10.0,10.0
507,5,2.5,2.0,2,157.00,,100.00,25,98,10.0,10.0,10.0,10.0,10.0
508,2,1.0,1.0,1,110.00,,30.00,43,99,10.0,10.0,10.0,10.0,9.0
509,3,1.0,1.0,1,150.00,,30.00,8,93,9.0,10.0,10.0,10.0,9.0
510,5,1.0,1.0,2,145.00,,100.00,15,99,10.0,10.0,10.0,10.0,9.0
511,3,1.0,1.0,1,85.00,250.00,83.00,74,92,9.0,10.0,9.0,9.0,9.0
512,4,1.0,1.0,2,79.00,300.00,70.00,104,95,10.0,10.0,10.0,8.0,9.0
513,1,1.0,1.0,1,40.00,,,6,97,10.0,10.0,10.0,10.0,10.0
514,2,1.0,1.0,1,49.00,100.00,5.00,79,88,9.0,9.0,9.0,9.0,9.0
515,4,1.0,1.0,2,56.00,100.00,5.00,79,84,9.0,9.0,9.0,9.0,9.0
516,4,1.0,2.0,2,150.00,,40.00,96,91,9.0,10.0,9.0,9.0,9.0
517,8,3.0,4.0,4,350.00,200.00,120.00,7,94,10.0,10.0,9.0,10.0,9.0
518,2,1.0,1.0,1,67.00,,18.00,10,90,9.0,10.0,10.0,9.0,10.0
519,3,2.0,1.0,1,69.00,,,52,95,10.0,10.0,10.0,10.0,10.0
520,2,1.0,1.0,1,52.00,100.00,5.00,99,86,9.0,9.0,9.0,9.0,9.0
521,2,1.0,1.0,1,75.00,,35.00,71,97,10.0,10.0,10.0,10.0,10.0
522,2,1.5,1.0,1,90.00,,,28,91,10.0,10.0,10.0,9.0,9.0
523,2,1.0,1.0,1,130.00,150.00,30.00,5,96,10.0,10.0,10.0,9.0,10.0
524,3,1.0,1.0,1,60.00,,5.00,18,92,8.0,10.0,10.0,9.0,9.0
525,2,1.0,1.0,1,70.00,,,33,96,10.0,10.0,10.0,9.0,9.0
526,3,2.0,1.0,2,70.00,,,68,91,9.0,9.0,9.0,10.0,9.0
527,1,2.0,1.0,1,55.00,,,70,97,10.0,10.0,10.0,10.0,10.0
528,2,1.5,1.0,1,72.00,150.00,30.00,94,98,10.0,10.0,10.0,10.0,10.0
529,2,1.5,1.0,1,70.00,,15.00,136,97,10.0,10.0,10.0,9.0,9.0
530,2,1.0,1.0,1,81.00,200.00,5.00,51,94,9.0,10.0,10.0,9.0,9.0
531,2,1.5,1.0,1,58.00,,30.00,49,95,10.0,10.0,10.0,9.0,10.0
532,2,1.0,0.0,1,110.00,,,34,96,10.0,10.0,10.0,10.0,9.0
533,2,1.0,1.0,1,75.00,,,16,99,10.0,10.0,10.0,10.0,9.0
534,2,1.0,0.0,1,124.00,,,164,98,10.0,10.0,10.0,10.0,10.0
535,4,1.0,1.0,2,150.00,300.00,,36,93,9.0,10.0,10.0,10.0,9.0
536,2,2.0,1.0,1,65.00,,,73,95,9.0,10.0,10.0,10.0,10.0
537,6,2.0,2.0,2,225.00,,,6,90,8.0,9.0,10.0,8.0,9.0
538,2,1.0,1.0,1,105.00,200.00,60.00,8,93,10.0,10.0,10.0,9.0,9.0
539,4,2.0,2.0,2,158.00,,60.00,16,93,10.0,10.0,10.0,10.0,9.0
540,2,1.0,1.0,1,69.00,300.00,25.00,29,97,10.0,10.0,10.0,9.0,10.0
541,2,1.0,1.0,2,99.00,,19.00,17,89,9.0,10.0,10.0,10.0,9.0
542,2,1.0,1.0,3,100.00,,,2,80,6.0,6.0,8.0,10.0,8.0
543,2,1.0,1.0,1,90.00,,,33,95,10.0,10.0,10.0,9.0,9.0
544,2,1.0,1.0,1,81.00,100.00,65.00,11,93,9.0,9.0,9.0,10.0,9.0
545,2,1.0,1.0,1,69.00,,25.00,94,99,10.0,10.0,10.0,10.0,10.0
546,2,1.0,1.0,1,179.00,,,32,96,9.0,10.0,10.0,10.0,9.0
547,4,1.0,2.0,2,150.00,,40.00,81,93,9.0,10.0,10.0,9.0,9.0
548,2,1.0,1.0,1,82.00,,,24,98,10.0,10.0,10.0,9.0,10.0
549,6,1.0,2.0,3,115.00,250.00,100.00,81,96,10.0,10.0,10.0,9.0,9.0
550,4,1.0,2.0,2,220.00,,75.00,10,92,9.0,9.0,10.0,10.0,9.0
551,2,1.0,1.0,1,59.00,,25.00,95,98,10.0,10.0,10.0,10.0,10.0
552,1,1.5,1.0,1,54.00,,,45,95,9.0,10.0,10.0,10.0,10.0
553,2,1.0,1.0,1,75.00,,10.00,14,99,10.0,10.0,10.0,10.0,10.0
554,4,0.5,1.0,1,95.00,150.00,15.00,33,95,10.0,10.0,10.0,9.0,10.0
555,6,2.0,2.0,2,160.00,400.00,100.00,4,95,10.0,10.0,10.0,9.0,10.0
556,1,1.0,1.0,1,37.00,,20.00,18,89,8.0,10.0,10.0,9.0,9.0
557,4,1.0,2.0,2,200.00,,60.00,4,90,10.0,10.0,10.0,10.0,10.0
558,4,1.0,1.0,1,120.00,150.00,50.00,30,99,10.0,10.0,10.0,10.0,10.0
559,4,1.0,2.0,2,160.00,150.00,25.00,4,95,10.0,10.0,10.0,10.0,10.0
560,4,2.0,1.0,1,125.00,,,11,96,10.0,10.0,10.0,10.0,10.0
561,3,1.0,1.0,2,100.00,95.00,10.00,9,96,10.0,10.0,10.0,10.0,10.0
562,2,1.0,1.0,1,90.00,100.00,,9,98,9.0,9.0,10.0,10.0,10.0
563,2,1.0,1.0,1,95.00,250.00,50.00,13,90,9.0,9.0,9.0,9.0,9.0
564,2,1.0,1.0,1,92.00,,29.00,28,99,10.0,10.0,10.0,10.0,10.0
565,1,1.0,1.0,1,79.00,200.00,80.00,10,96,10.0,9.0,9.0,10.0,9.0
566,2,1.5,1.0,1,72.00,150.00,30.00,39,95,10.0,9.0,9.0,9.0,9.0
567,10,3.5,4.0,6,300.00,300.00,100.00,21,93,9.0,9.0,9.0,10.0,10.0
568,2,3.0,1.0,1,87.00,200.00,30.00,49,99,10.0,10.0,10.0,10.0,10.0
