,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1145,2,1.0,0.0,1,88.00,,30.00,30,97,10.0,10.0,10.0,9.0,10.0
1146,4,1.0,1.0,1,75.00,100.00,150.00,2,96,10.0,10.0,10.0,9.0,9.0
1147,2,1.0,1.0,1,75.00,,,10,94,10.0,10.0,10.0,10.0,10.0
1148,4,1.0,2.0,2,136.00,300.00,50.00,12,97,10.0,10.0,10.0,10.0,10.0
1149,5,1.0,1.0,3,139.00,350.00,65.00,17,93,10.0,10.0,10.0,10.0,10.0
1150,3,1.0,1.0,1,79.00,,,27,96,10.0,10.0,10.0,10.0,10.0
1151,2,1.0,1.0,1,95.00,,30.00,2,90,10.0,10.0,10.0,9.0,9.0
1152,2,1.0,1.0,1,55.00,,,18,99,10.0,10.0,10.0,10.0,10.0
1153,2,1.0,1.0,1,85.00,500.00,,16,98,10.0,10.0,10.0,9.0,10.0
1154,1,1.0,1.0,1,39.00,,,20,98,9.0,10.0,10.0,10.0,10.0
1155,2,1.0,1.0,1,75.00,,35.00,5,96,10.0,10.0,10.0,10.0,10.0
1156,4,1.0,1.0,2,99.00,150.00,25.00,26,95,10.0,10.0,10.0,10.0,10.0
1157,10,1.5,3.0,5,150.00,300.00,65.00,5,80,9.0,9.0,9.0,10.0,10.0
1158,2,1.5,1.0,1,51.00,,5.00,5,96,10.0,10.0,10.0,10.0,10.0
1159,6,1.0,2.0,3,129.00,350.00,65.00,14,90,10.0,10.0,9.0,9.0,9.0
1160,2,1.0,1.0,1,65.00,,,20,98,10.0,10.0,10.0,10.0,10.0
1161,7,2.5,3.0,3,180.00,2500.00,10.00,3,93,8.0,10.0,10.0,10.0,9.0
1162,2,1.0,1.0,1,30.00,,,4,95,10.0,10.0,10.0,10.0,10.0
1163,3,1.0,2.0,2,150.00,,75.00,21,99,10.0,10.0,10.0,10.0,10.0
1164,2,1.0,1.0,1,56.00,,,18,98,10.0,10.0,10.0,10.0,10.0
1165,1,1.0,1.0,1,45.00,,,25,98,10.0,10.0,10.0,10.0,10.0
1166,4,1.5,2.0,2,110.00,,30.00,9,98,10.0,10.0,10.0,9.0,9.0
1167,1,1.0,1.0,1,99.00,150.00,30.00,8,98,10.0,10.0,10.0,10.0,9.0
1168,2,1.0,1.0,1,53.00,150.00,25.00,26,96,10.0,10.0,10.0,9.0,9.0
1169,2,1.0,1.0,1,75.00,,10.00,30,97,10.0,10.0,10.0,9.0,10.0
1170,2,1.0,1.0,1,69.00,,21.00,3,93,10.0,10.0,10.0,9.0,10.0
1171,1,1.0,1.0,1,95.00,,20.00,5,92,9.0,7.0,9.0,8.0,10.0
1172,2,1.0,1.0,1,50.00,,,1,80,10.0,10.0,10.0,10.0,10.0
1173,4,1.0,1.0,1,150.00,100.00,40.00,12,97,10.0,10.0,10.0,9.0,9.0
1174,4,1.0,2.0,2,150.00,500.00,75.00,22,89,9.0,10.0,9.0,8.0,9.0
1175,2,1.0,1.0,1,150.00,200.00,,75,89,9.0,9.0,9.0,8.0,9.0
1176,4,1.0,2.0,3,320.00,,,2,90,10.0,10.0,10.0,9.0,10.0
1177,4,2.5,1.0,2,150.00,,,49,93,9.0,10.0,10.0,8.0,9.0
1178,2,1.0,1.0,1,65.00,150.00,30.00,33,99,10.0,10.0,10.0,9.0,10.0
1179,2,1.0,1.0,1,45.00,,,28,94,10.0,10.0,10.0,8.0,9.0
1180,4,1.0,1.0,2,80.00,,,20,97,10.0,10.0,10.0,9.0,10.0
1181,2,1.0,1.0,1,50.00,,,36,89,9.0,9.0,9.0,9.0,9.0
1182,4,1.0,1.0,2,89.00,350.00,,26,96,10.0,10.0,10.0,9.0,9.0
1183,1,2.0,1.0,1,35.00,,10.00,49,93,10.0,10.0,10.0,9.0,9.0
1184,2,2.0,1.0,1,55.00,,10.00,93,91,9.0,10.0,9.0,9.0,9.0
1185,1,2.0,1.0,1,35.00,,10.00,44,93,10.0,10.0,9.0,9.0,10.0
1186,1,1.0,1.0,1,35.00,150.00,,34,94,10.0,10.0,10.0,9.0,10.0
1187,2,1.0,1.0,1,58.00,120.00,15.00,37,89,9.0,9.0,10.0,8.0,9.0
1188,6,2.5,3.0,3,170.00,500.00,125.00,5,92,10.0,10.0,10.0,8.0,10.0
1189,2,1.0,1.0,1,85.00,,,18,99,10.0,10.0,10.0,10.0,10.0
1190,1,1.0,1.0,1,38.00,,,27,89,10.0,9.0,9.0,9.0,9.0
1191,3,2.5,2.0,2,104.00,350.00,75.00,19,93,10.0,10.0,9.0,8.0,9.0
1192,10,2.0,4.0,7,150.00,200.00,175.00,59,93,9.0,10.0,10.0,9.0,10.0
1193,2,2.0,1.0,1,55.00,,10.00,41,93,10.0,10.0,9.0,9.0,9.0
1194,2,1.0,1.0,1,130.00,,60.00,4,95,10.0,10.0,10.0,9.0,10.0
1195,1,1.0,1.0,1,38.00,,,9,91,10.0,9.0,9.0,9.0,10.0
1196,2,1.0,1.0,1,122.00,,,35,99,10.0,10.0,10.0,10.0,10.0
1197,6,1.0,3.0,3,109.00,,,29,97,10.0,10.0,10.0,9.0,10.0
1198,6,1.0,2.0,3,199.00,250.00,100.00,21,88,9.0,9.0,9.0,9.0,9.0
1199,4,1.0,1.0,2,100.00,200.00,50.00,16,95,10.0,10.0,10.0,10.0,10.0
1200,2,1.0,1.0,2,45.00,150.00,15.00,82,91,10.0,10.0,10.0,9.0,9.0
1201,2,1.0,0.0,1,99.00,500.00,,18,98,10.0,10.0,10.0,9.0,10.0
1202,2,1.0,1.0,1,69.00,175.00,20.00,15,97,10.0,10.0,10.0,9.0,10.0
1203,2,3.0,1.0,1,65.00,100.00,10.00,77,95,9.0,9.0,9.0,9.0,9.0
1204,2,1.0,1.0,1,60.00,,10.00,3,87,9.0,10.0,10.0,8.0,9.0
1205,8,1.0,3.0,3,175.00,250.00,100.00,56,92,9.0,10.0,10.0,8.0,9.0
1206,5,1.0,1.0,2,80.00,,,74,86,9.0,10.0,9.0,9.0,9.0
1207,2,1.0,0.0,1,85.00,150.00,50.00,5,96,10.0,10.0,10.0,9.0,10.0
1208,6,1.0,2.0,3,105.00,200.00,30.00,55,92,9.0,9.0,9.0,8.0,9.0
1209,2,1.0,0.0,1,90.00,,50.00,4,95,10.0,10.0,10.0,10.0,10.0
1210,6,1.0,2.0,3,125.00,500.00,99.00,15,95,10.0,10.0,10.0,10.0,9.0
1211,4,1.0,2.0,2,105.00,100.00,75.00,14,99,10.0,10.0,10.0,10.0,10.0
1212,2,1.5,1.0,1,85.00,100.00,35.00,16,95,10.0,10.0,10.0,10.0,9.0
1213,1,1.0,1.0,1,49.00,,,39,86,8.0,9.0,9.0,9.0,8.0
1214,2,0.5,1.0,1,50.00,,,21,93,9.0,10.0,10.0,9.0,9.0
1215,2,1.0,1.0,1,50.00,,,3,87,10.0,10.0,10.0,9.0,9.0
1216,2,1.0,1.0,2,25.00,,,4,90,10.0,10.0,10.0,9.0,10.0
1217,2,2.0,1.0,1,49.00,400.00,30.00,3,80,8.0,8.0,7.0,10.0,9.0
1218,6,1.5,2.0,3,129.00,,35.00,12,80,8.0,9.0,9.0,8.0,9.0
1219,2,1.0,1.0,2,42.00,100.00,25.00,16,95,9.0,10.0,10.0,9.0,10.0
1220,3,1.0,1.0,2,120.00,200.00,50.00,21,97,10.0,10.0,10.0,9.0,9.0
1221,2,1.0,1.0,1,56.00,,25.00,31,94,9.0,10.0,10.0,10.0,9.0
1222,2,1.0,1.0,1,60.00,100.00,30.00,29,99,10.0,10.0,10.0,9.0,10.0
1223,4,1.0,1.0,1,67.00,300.00,125.00,21,84,9.0,10.0,9.0,7.0,9.0
1224,4,1.0,1.0,1,95.00,200.00,50.00,26,97,10.0,10.0,10.0,10.0,10.0
1225,5,2.0,2.0,2,115.00,100.00,20.00,3,93,9.0,10.0,10.0,9.0,9.0
1226,2,1.0,1.0,1,50.00,,20.00,58,95,10.0,10.0,10.0,9.0,10.0
1227,6,2.0,3.0,4,199.00,,,7,91,9.0,9.0,9.0,7.0,9.0
1228,3,1.0,1.0,1,86.00,500.00,80.00,36,96,9.0,10.0,10.0,9.0,9.0
1229,7,1.0,2.0,4,175.00,250.00,100.00,57,91,9.0,10.0,10.0,9.0,9.0
1230,1,1.0,1.0,1,55.00,,,48,83,8.0,9.0,9.0,9.0,9.0
1231,2,1.0,1.0,1,68.00,100.00,,49,93,10.0,10.0,10.0,9.0,9.0
1232,2,1.0,1.0,1,60.00,100.00,30.00,11,95,9.0,10.0,10.0,10.0,9.0
1233,2,1.0,1.0,1,90.00,,35.00,22,98,10.0,10.0,10.0,10.0,10.0
1234,8,1.5,3.0,4,139.00,300.00,100.00,43,98,10.0,10.0,10.0,9.0,10.0
1235,2,1.0,1.0,1,50.00,,,14,94,9.0,10.0,10.0,10.0,10.0
1236,2,2.0,1.0,1,85.00,,30.00,52,96,10.0,10.0,10.0,9.0,10.0
1237,5,1.0,2.0,6,100.00,,,2,90,8.0,10.0,10.0,10.0,9.0
1238,2,1.0,1.0,1,63.00,100.00,50.00,16,96,9.0,10.0,10.0,10.0,10.0
1239,5,1.0,2.0,3,135.00,300.00,95.00,20,91,10.0,10.0,10.0,9.0,9.0
1240,4,1.0,1.0,2,69.00,250.00,50.00,1,80,10.0,10.0,10.0,10.0,10.0
1241,4,1.0,1.0,3,280.00,,50.00,2,90,10.0,10.0,10.0,9.0,9.0
1242,5,1.0,3.0,3,98.00,,,13,85,9.0,10.0,10.0,9.0,9.0
1243,3,1.0,2.0,2,109.00,200.00,75.00,19,93,9.0,10.0,10.0,10.0,9.0
1244,2,1.0,1.0,1,69.00,,10.00,209,96,10.0,10.0,10.0,9.0,10.0
1245,4,1.0,2.0,3,75.00,,,76,94,9.0,10.0,10.0,10.0,9.0
1246,10,3.0,4.0,5,300.00,250.00,159.00,4,85,9.0,9.0,9.0,10.0,9.0
1247,2,1.0,1.0,1,85.00,,50.00,113,98,10.0,10.0,10.0,10.0,10.0
1248,2,1.0,1.0,1,52.00,,20.00,44,95,10.0,10.0,10.0,10.0,10.0
1249,2,1.0,1.0,1,100.00,,50.00,23,97,10.0,10.0,10.0,10.0,9.0
1250,1,1.0,1.0,1,50.00,,10.00,52,89,9.0,10.0,9.0,9.0,9.0
1251,2,1.0,1.0,1,35.00,500.00,50.00,15,89,9.0,10.0,10.0,9.0,9.0
1252,2,1.0,1.0,1,66.00,100.00,20.00,24,94,10.0,9.0,9.0,9.0,10.0
1253,7,1.0,2.0,3,89.00,,45.00,56,90,10.0,10.0,10.0,9.0,9.0
1254,2,1.0,1.0,1,45.00,,,39,97,10.0,10.0,10.0,9.0,10.0
1255,10,2.0,3.0,3,215.00,200.00,,6,83,9.0,10.0,9.0,7.0,8.0
1256,2,1.0,0.0,1,138.00,,,11,88,8.0,10.0,10.0,9.0,9.0
1257,4,1.5,2.0,3,165.00,,75.00,14,91,10.0,10.0,10.0,10.0,10.0
1258,4,2.0,1.0,2,129.00,500.00,100.00,106,99,10.0,10.0,10.0,10.0,10.0
1259,2,1.0,1.0,2,75.00,,10.00,105,97,10.0,10.0,10.0,10.0,10.0
1260,7,1.5,3.0,4,177.00,250.00,100.00,7,90,9.0,10.0,9.0,9.0,10.0
1261,5,1.5,1.0,2,85.00,,,67,98,10.0,10.0,10.0,10.0,10.0
1262,2,1.0,1.0,1,87.00,100.00,35.00,6,90,10.0,9.0,9.0,10.0,10.0
1263,2,1.5,1.0,1,60.00,,,70,96,10.0,10.0,10.0,9.0,10.0
1264,2,1.0,1.0,1,39.00,300.00,35.00,23,96,10.0,10.0,10.0,9.0,9.0
1265,2,1.0,1.0,1,60.00,,5.00,64,98,10.0,10.0,10.0,10.0,10.0
1266,1,1.0,1.0,1,42.00,150.00,,57,96,10.0,10.0,10.0,9.0,9.0
1267,2,1.5,1.0,1,126.00,300.00,50.00,14,97,10.0,10.0,10.0,9.0,10.0
1268,3,1.0,1.0,2,79.00,100.00,40.00,7,90,9.0,10.0,10.0,8.0,9.0
1269,6,1.0,1.0,4,169.00,100.00,65.00,4,87,7.0,6.0,6.0,7.0,7.0
1270,3,1.0,1.0,3,79.00,95.00,50.00,14,95,8.0,10.0,10.0,8.0,9.0
1271,2,1.0,1.0,1,69.00,100.00,35.00,4,86,8.0,10.0,10.0,8.0,8.0
1272,1,1.0,1.0,1,60.00,,,4,90,9.0,10.0,10.0,9.0,9.0
1273,2,1.5,1.0,1,100.00,,35.00,18,91,9.0,10.0,9.0,9.0,9.0
1274,3,1.0,0.0,1,90.00,250.00,50.00,24,98,10.0,10.0,10.0,9.0,10.0
1275,2,1.0,1.0,1,59.00,200.00,70.00,14,86,10.0,10.0,10.0,9.0,8.0
1276,3,1.0,2.0,2,70.00,,30.00,8,91,9.0,10.0,10.0,10.0,10.0
1277,3,1.0,1.0,2,65.00,,15.00,3,93,8.0,10.0,10.0,9.0,10.0
1278,6,1.0,2.0,2,85.00,250.00,35.00,99,97,10.0,10.0,10.0,9.0,10.0
1279,2,1.0,0.0,1,99.00,,60.00,14,94,10.0,10.0,10.0,9.0,9.0
1280,14,3.0,5.0,9,399.00,300.00,155.00,81,87,8.0,9.0,9.0,8.0,8.0
1281,2,0.5,1.0,1,65.00,,,10,92,9.0,10.0,10.0,10.0,8.0
1282,2,,1.0,1,75.00,100.00,,238,94,9.0,10.0,10.0,9.0,9.0
1283,8,2.0,3.0,5,219.00,150.00,99.00,29,86,9.0,10.0,10.0,8.0,8.0
1284,7,1.0,2.0,4,165.00,150.00,75.00,41,89,8.0,9.0,10.0,8.0,9.0
1285,2,1.5,1.0,1,87.00,,15.00,45,95,10.0,10.0,10.0,9.0,9.0
1286,2,1.0,1.0,1,75.00,,,137,97,9.0,10.0,10.0,9.0,9.0
1287,1,1.0,1.0,1,30.00,,8.00,81,94,9.0,10.0,10.0,9.0,10.0
1288,6,2.0,2.0,2,149.00,750.00,125.00,21,87,10.0,10.0,10.0,8.0,9.0
1289,3,1.0,1.0,1,69.00,150.00,65.00,26,95,10.0,10.0,10.0,9.0,10.0
1290,3,1.0,1.0,1,69.00,200.00,70.00,18,91,10.0,10.0,10.0,9.0,9.0
1291,2,1.0,1.0,1,80.00,,,59,97,10.0,10.0,10.0,9.0,9.0
1292,2,1.0,1.0,1,55.00,,10.00,136,94,8.0,10.0,10.0,10.0,9.0
1293,2,1.0,1.0,1,75.00,,50.00,14,94,10.0,10.0,10.0,10.0,10.0
1294,3,1.0,1.0,1,69.00,200.00,70.00,68,91,10.0,10.0,10.0,9.0,9.0
1295,5,1.0,1.0,4,112.00,,20.00,65,91,9.0,10.0,10.0,9.0,9.0
1296,3,1.0,1.0,1,65.00,,,35,98,10.0,10.0,10.0,10.0,10.0
1297,6,1.0,3.0,3,104.00,100.00,50.00,24,82,8.0,9.0,9.0,9.0,9.0
1298,1,1.5,1.0,1,60.00,,10.00,34,95,10.0,9.0,10.0,9.0,9.0
1299,2,1.0,1.0,1,60.00,,,3,80,6.0,8.0,10.0,9.0,9.0
1300,5,1.0,2.0,2,144.00,,85.00,15,99,10.0,10.0,10.0,10.0,10.0
1301,2,1.0,1.0,1,69.00,100.00,40.00,15,98,10.0,10.0,10.0,9.0,10.0
1302,4,1.0,2.0,2,108.00,250.00,85.00,80,98,10.0,10.0,10.0,9.0,9.0
1303,4,2.0,1.0,1,159.00,,80.00,14,96,10.0,10.0,10.0,9.0,9.0
1304,4,1.0,2.0,3,85.00,200.00,50.00,11,98,10.0,10.0,10.0,9.0,10.0
1305,4,1.0,2.0,2,135.00,250.00,50.00,79,99,10.0,10.0,10.0,10.0,10.0
1306,3,1.0,1.0,2,120.00,,20.00,7,91,9.0,10.0,10.0,9.0,9.0
1307,3,1.0,1.0,1,70.00,300.00,50.00,9,91,9.0,10.0,10.0,9.0,9.0
1308,2,1.5,1.0,1,150.00,,25.00,9,96,10.0,9.0,10.0,9.0,9.0
1309,5,2.5,2.0,2,120.00,100.00,40.00,1,80,6.0,10.0,10.0,10.0,10.0
1310,2,0.5,1.0,1,65.00,,,14,96,9.0,10.0,10.0,9.0,9.0
1311,1,1.0,1.0,1,60.00,,,10,98,8.0,10.0,10.0,10.0,9.0
1312,1,1.0,1.0,1,36.00,150.00,,67,94,10.0,10.0,10.0,9.0,10.0
1313,2,1.0,1.0,1,95.00,200.00,65.00,109,95,10.0,10.0,10.0,9.0,10.0
1314,3,1.0,1.0,2,75.00,100.00,15.00,93,96,10.0,10.0,10.0,9.0,10.0
1315,2,1.0,1.0,1,60.00,300.00,30.00,13,97,10.0,10.0,10.0,10.0,9.0
1316,1,1.0,1.0,1,37.00,150.00,,46,95,9.0,10.0,10.0,9.0,9.0
1317,4,1.0,1.0,3,84.00,150.00,25.00,52,97,10.0,10.0,10.0,9.0,10.0
1318,1,1.0,1.0,1,39.00,200.00,50.00,12,98,9.0,10.0,10.0,10.0,10.0
1319,5,1.0,1.0,2,105.00,95.00,40.00,68,94,10.0,10.0,10.0,8.0,9.0
1320,3,0.5,0.0,2,105.00,200.00,40.00,39,97,10.0,10.0,10.0,9.0,10.0
1321,2,1.0,1.0,1,34.00,500.00,10.00,11,93,9.0,9.0,9.0,9.0,10.0
1322,3,1.0,1.0,2,35.00,500.00,15.00,15,92,9.0,9.0,8.0,9.0,10.0
1323,2,1.0,1.0,1,65.00,,25.00,31,97,10.0,10.0,10.0,9.0,10.0
1324,4,1.0,1.0,2,75.00,250.00,20.00,2,90,10.0,10.0,10.0,10.0,10.0
1325,12,3.0,4.0,6,199.00,199.00,189.00,36,98,10.0,10.0,10.0,9.0,10.0
1326,2,1.0,1.0,1,45.00,200.00,50.00,25,96,9.0,10.0,10.0,9.0,9.0
1327,2,1.0,1.0,1,85.00,100.00,,17,96,9.0,10.0,10.0,9.0,9.0
1328,5,2.5,3.0,3,150.00,,200.00,9,89,9.0,10.0,10.0,9.0,9.0
1329,4,1.0,1.0,2,99.00,95.00,25.00,54,97,10.0,10.0,10.0,9.0,10.0
1330,3,1.0,1.0,1,95.00,100.00,50.00,9,96,10.0,9.0,10.0,9.0,9.0
1331,4,1.0,0.0,1,79.00,,38.00,24,98,10.0,10.0,10.0,9.0,10.0
1332,2,1.0,1.0,1,70.00,,,2,90,9.0,10.0,10.0,8.0,9.0
1333,2,1.0,1.0,1,48.00,,25.00,297,96,10.0,10.0,10.0,9.0,10.0
1334,2,1.0,1.0,1,65.00,,,106,96,10.0,10.0,10.0,9.0,10.0
1335,6,1.0,3.0,3,99.00,200.00,109.00,72,93,10.0,10.0,10.0,9.0,9.0
1336,4,2.0,2.0,2,120.00,,,11,95,9.0,9.0,10.0,9.0,9.0
1337,2,1.0,1.0,1,49.00,,,59,86,9.0,9.0,9.0,9.0,9.0
1338,6,1.0,1.0,1,70.00,300.00,30.00,22,98,10.0,10.0,10.0,9.0,10.0
1339,4,1.0,2.0,2,99.00,,17.00,47,90,10.0,10.0,10.0,8.0,9.0
1340,4,1.0,1.0,1,45.00,,,7,94,8.0,10.0,9.0,9.0,9.0
1341,2,2.0,1.0,1,68.00,,30.00,18,96,9.0,10.0,10.0,8.0,10.0
1342,2,1.0,1.0,2,55.00,,,14,93,9.0,9.0,9.0,8.0,9.0
1343,2,1.0,1.0,1,40.00,,5.00,6,93,9.0,10.0,10.0,9.0,9.0
1344,2,1.0,1.0,1,48.00,100.00,,20,92,10.0,10.0,10.0,9.0,9.0
1345,2,1.0,1.0,1,60.00,300.00,15.00,21,94,9.0,10.0,9.0,9.0,10.0
1346,2,1.0,1.0,1,35.00,500.00,10.00,16,95,10.0,10.0,10.0,9.0,10.0
1347,2,1.0,1.0,1,67.00,,25.00,16,99,10.0,10.0,10.0,10.0,10.0
1348,2,1.0,1.0,1,55.00,,,13,92,10.0,9.0,9.0,8.0,10.0
1349,12,3.0,4.0,4,169.00,300.00,95.00,42,91,9.0,9.0,10.0,9.0,9.0
1350,2,0.0,0.0,2,75.00,100.00,20.00,7,91,10.0,10.0,10.0,9.0,9.0
1351,3,1.0,1.0,2,88.00,100.00,10.00,32,95,9.0,10.0,10.0,9.0,9.0
1352,2,1.0,1.0,1,35.00,500.00,10.00,16,90,9.0,9.0,10.0,8.0,10.0
1353,2,1.0,1.0,1,57.00,,20.00,12,95,9.0,10.0,10.0,9.0,10.0
1354,2,1.0,1.0,1,37.00,500.00,10.00,12,98,10.0,9.0,10.0,9.0,10.0
1355,2,1.0,1.0,1,60.00,,20.00,14,92,9.0,9.0,10.0,10.0,10.0
1356,2,1.0,1.0,1,39.00,500.00,10.00,23,97,10.0,10.0,10.0,9.0,10.0
1357,1,1.0,1.0,1,42.00,,10.00,18,99,10.0,10.0,10.0,8.0,10.0
1358,2,1.0,1.0,1,60.00,,15.00,144,93,10.0,10.0,9.0,9.0,10.0
1359,2,1.0,1.0,1,69.00,95.00,5.00,55,98,10.0,10.0,10.0,10.0,10.0
1360,2,1.0,1.0,1,69.00,,10.00,75,95,10.0,10.0,10.0,9.0,9.0
1361,5,2.5,2.0,4,300.00,,150.00,1,80,8.0,10.0,8.0,10.0,8.0
1362,3,1.0,1.0,1,65.00,,10.00,47,95,10.0,10.0,10.0,9.0,10.0
1363,2,1.5,1.0,1,50.00,95.00,,81,91,9.0,10.0,10.0,9.0,9.0
1364,2,1.5,1.0,1,65.00,,,67,98,10.0,10.0,10.0,9.0,10.0
1365,2,1.0,1.0,1,65.00,95.00,,73,97,10.0,10.0,10.0,9.0,10.0
1366,2,1.0,0.0,1,90.00,150.00,20.00,127,98,10.0,10.0,10.0,10.0,10.0
1367,2,1.0,0.0,1,80.00,100.00,25.00,29,94,10.0,10.0,10.0,9.0,9.0
1368,2,1.0,1.0,1,99.00,125.00,60.00,179,97,10.0,10.0,10.0,9.0,10.0
1369,4,1.0,1.0,2,75.00,100.00,30.00,151,96,10.0,10.0,10.0,9.0,10.0
1370,2,1.0,1.0,1,110.00,100.00,75.00,51,87,9.0,9.0,9.0,7.0,8.0
1371,6,1.0,2.0,3,125.00,100.00,,138,92,9.0,10.0,10.0,9.0,9.0
1372,3,1.0,1.0,1,90.00,100.00,30.00,38,96,10.0,10.0,10.0,10.0,10.0
1373,2,1.5,1.0,1,40.00,95.00,35.00,18,93,10.0,10.0,9.0,9.0,10.0
1374,2,1.0,1.0,1,50.00,,50.00,22,98,10.0,10.0,10.0,9.0,9.0
1375,2,1.0,1.0,1,95.00,100.00,35.00,77,97,10.0,10.0,10.0,9.0,10.0
1376,2,1.5,1.0,1,72.00,,15.00,46,97,10.0,10.0,10.0,9.0,10.0
1377,2,1.0,1.0,1,100.00,100.00,35.00,80,96,10.0,10.0,10.0,9.0,9.0
1378,2,1.0,1.0,1,55.00,,,17,99,10.0,10.0,10.0,9.0,10.0
1379,3,1.0,1.0,1,65.00,,,22,91,9.0,10.0,10.0,9.0,9.0
1380,5,1.0,2.0,2,124.00,100.00,75.00,45,91,9.0,10.0,10.0,9.0,9.0
1381,2,1.0,1.0,1,70.00,,10.00,32,95,10.0,10.0,10.0,9.0,10.0
1382,2,1.0,1.0,1,65.00,200.00,25.00,14,88,10.0,9.0,9.0,9.0,9.0
1383,2,1.0,1.0,1,65.00,,25.00,22,92,9.0,10.0,10.0,8.0,9.0
1384,2,1.5,1.0,1,72.00,,15.00,41,97,10.0,10.0,10.0,9.0,10.0
1385,6,1.0,3.0,4,115.00,200.00,25.00,88,97,10.0,10.0,10.0,9.0,10.0
1386,6,2.0,3.0,3,220.00,150.00,90.00,4,95,10.0,10.0,10.0,9.0,10.0
1387,3,1.0,1.0,1,90.00,,25.00,6,97,10.0,10.0,10.0,9.0,10.0
1388,2,1.0,0.0,1,90.00,100.00,20.00,16,86,9.0,10.0,10.0,9.0,9.0
1389,1,2.5,1.0,1,25.00,,10.00,40,92,10.0,10.0,9.0,9.0,9.0
1390,6,2.5,3.0,2,175.00,,,3,93,7.0,10.0,10.0,9.0,9.0
1391,6,2.5,3.0,2,150.00,,,1,97,10.0,10.0,10.0,8.0,10.0
1392,3,1.0,1.0,2,85.00,150.00,50.00,36,98,10.0,10.0,10.0,9.0,10.0
1393,7,1.0,2.0,3,110.00,,60.00,53,92,9.0,10.0,10.0,10.0,10.0
1394,2,1.0,1.0,1,65.00,150.00,25.00,11,96,10.0,10.0,10.0,9.0,9.0
1395,2,1.0,1.0,1,65.00,250.00,40.00,27,99,10.0,10.0,10.0,9.0,10.0
1396,2,1.0,1.0,2,90.00,,,15,95,10.0,10.0,10.0,8.0,10.0
1397,2,1.0,1.0,1,70.00,,,9,96,10.0,10.0,10.0,9.0,10.0
1398,6,1.0,3.0,4,199.00,250.00,106.00,7,94,10.0,9.0,9.0,9.0,9.0
1399,4,1.0,1.0,2,70.00,,,13,98,10.0,10.0,10.0,10.0,10.0
1400,2,1.5,1.0,1,58.00,,20.00,24,97,10.0,10.0,10.0,9.0,10.0
1401,8,3.0,4.0,5,300.00,250.00,,16,94,9.0,10.0,10.0,8.0,9.0
1402,2,1.0,1.0,1,95.00,250.00,60.00,18,98,10.0,10.0,10.0,10.0,10.0
1403,4,1.0,1.0,1,95.00,300.00,75.00,13,97,10.0,10.0,10.0,10.0,10.0
1404,2,1.0,1.0,1,70.00,,25.00,26,98,10.0,10.0,10.0,10.0,10.0
1405,7,3.0,3.0,3,150.00,250.00,120.00,19,93,9.0,10.0,10.0,9.0,9.0
1406,1,1.0,1.0,1,42.00,,,190,96,10.0,10.0,10.0,9.0,10.0
1407,3,1.0,1.0,1,85.00,100.00,50.00,56,90,9.0,10.0,10.0,9.0,9.0
1408,3,1.0,0.0,1,125.00,,20.00,21,99,10.0,10.0,10.0,10.0,10.0
1409,5,1.0,1.0,3,90.00,,60.00,69,95,10.0,10.0,10.0,10.0,10.0
1410,4,1.5,2.0,2,140.00,,80.00,2,80,10.0,10.0,10.0,9.0,8.0
1411,2,1.5,1.0,1,50.00,,50.00,7,89,9.0,9.0,9.0,7.0,9.0
1412,6,2.0,3.0,3,139.00,100.00,60.00,7,89,9.0,10.0,10.0,9.0,10.0
1413,5,1.5,2.0,2,126.00,1000.00,100.00,7,94,9.0,9.0,10.0,9.0,10.0
1414,2,1.0,1.0,1,105.00,400.00,40.00,20,96,10.0,10.0,10.0,10.0,10.0
1415,2,1.0,1.0,1,80.00,100.00,35.00,21,99,10.0,10.0,10.0,10.0,10.0
1416,2,1.5,1.0,1,92.00,400.00,50.00,90,96,10.0,10.0,10.0,9.0,10.0
1417,2,1.0,1.0,1,69.00,,,18,98,10.0,10.0,10.0,10.0,10.0
1418,2,1.0,1.0,1,75.00,250.00,35.00,39,92,9.0,10.0,10.0,9.0,9.0
1419,3,,1.0,2,105.00,,,40,97,10.0,10.0,10.0,9.0,10.0
1420,6,1.0,2.0,3,150.00,500.00,125.00,8,85,9.0,9.0,10.0,8.0,8.0
1421,2,1.0,1.0,2,150.00,,50.00,25,98,10.0,10.0,10.0,10.0,10.0
1422,2,1.0,1.0,1,54.00,,,22,94,10.0,9.0,9.0,8.0,9.0
1423,2,1.0,1.0,1,52.00,,,80,96,10.0,9.0,10.0,9.0,10.0
1424,2,1.0,1.0,1,80.00,150.00,,32,94,9.0,10.0,10.0,8.0,9.0
1425,4,1.0,2.0,2,200.00,,90.00,3,80,8.0,10.0,10.0,9.0,8.0
1426,2,1.0,1.0,1,68.00,,,67,99,10.0,10.0,10.0,9.0,10.0
1427,2,1.0,1.0,1,39.00,,,3,93,10.0,10.0,10.0,9.0,10.0
1428,3,1.0,1.0,1,95.00,,,46,91,10.0,10.0,10.0,9.0,9.0
1429,2,1.0,1.0,1,89.00,125.00,35.00,46,96,9.0,10.0,10.0,9.0,9.0
1430,2,1.0,1.0,1,62.00,,,206,95,10.0,10.0,10.0,9.0,10.0
