accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2,1.0,1.0,1,95.00,100.00,30.00,88,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,160.00,100.00,20.00,1,80,8.0,6.0,10.0,10.0,10.0
2,2.0,1.0,1,55.00,,25.00,49,95,10.0,10.0,10.0,10.0,10.0
5,1.0,2.0,3,144.00,200.00,80.00,32,96,10.0,10.0,10.0,10.0,10.0
4,1.0,0.0,2,115.00,,50.00,86,95,10.0,10.0,10.0,10.0,9.0
2,2.0,1.0,1,55.00,,25.00,73,98,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,95.00,,,11,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,95.00,,,118,93,9.0,9.0,9.0,10.0,10.0
2,1.0,1.0,1,50.00,,10.00,1,80,10.0,10.0,10.0,10.0,8.0
2,1.0,1.0,1,75.00,,,7,97,9.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,130.00,500.00,,2,80,9.0,10.0,10.0,10.0,10.0
5,3.0,3.0,3,235.00,150.00,125.00,5,96,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,100.00,,25.00,1,80,10.0,10.0,10.0,10.0,8.0
2,1.0,1.0,1,120.00,,,2,80,9.0,8.0,8.0,9.0,10.0
5,1.0,2.0,3,110.00,,40.00,60,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,88.00,,35.00,21,94,10.0,9.0,9.0,10.0,9.0
2,1.0,1.0,1,55.00,,20.00,31,97,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,145.00,200.00,100.00,23,97,10.0,10.0,10.0,10.0,10.0
6,2.0,3.0,3,425.00,500.00,150.00,38,96,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,114.00,250.00,50.00,66,95,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,110.00,300.00,50.00,63,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,117.00,250.00,50.00,72,97,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,275.00,500.00,100.00,28,99,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,85.00,,,25,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,53.00,200.00,20.00,27,96,9.0,10.0,10.0,9.0,9.0
4,1.0,2.0,2,107.00,,120.00,24,94,9.0,10.0,10.0,10.0,10.0
4,1.0,2.0,3,89.00,100.00,60.00,10,94,10.0,10.0,10.0,9.0,9.0
7,1.0,3.0,3,89.00,450.00,75.00,52,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,89.00,250.00,60.00,11,98,10.0,9.0,10.0,9.0,10.0
2,1.0,1.0,1,76.00,,35.00,4,95,10.0,9.0,9.0,10.0,9.0
4,1.0,2.0,2,74.00,,50.00,28,89,9.0,10.0,10.0,10.0,9.0
4,1.0,2.0,2,180.00,,55.00,7,94,10.0,9.0,9.0,9.0,9.0
5,1.0,2.0,2,179.00,,,6,97,10.0,10.0,10.0,9.0,10.0
4,1.0,2.0,3,115.00,,20.00,17,95,9.0,10.0,10.0,9.0,9.0
5,1.0,2.0,2,140.00,,,8,97,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,70.00,,,20,92,9.0,10.0,10.0,9.0,9.0
6,2.0,3.0,3,300.00,,,6,83,9.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,84.00,200.00,50.00,8,93,10.0,10.0,10.0,9.0,9.0
3,1.0,1.0,1,97.00,250.00,25.00,13,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,150.00,300.00,75.00,9,96,10.0,10.0,10.0,10.0,9.0
4,1.0,2.0,2,110.00,200.00,50.00,112,97,10.0,10.0,10.0,10.0,10.0
8,2.5,3.0,4,265.00,,169.00,12,95,10.0,10.0,10.0,9.0,9.0
6,1.0,2.0,2,115.00,100.00,80.00,10,88,10.0,9.0,10.0,9.0,9.0
2,1.0,1.0,1,109.00,,,81,98,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,60.00,,,42,86,8.0,10.0,10.0,9.0,9.0
6,3.0,3.0,3,249.00,200.00,100.00,37,93,10.0,9.0,10.0,9.0,9.0
4,2.0,3.0,1,100.00,250.00,300.00,1,91,10.0,10.0,8.0,10.0,8.0
5,1.0,2.0,2,99.00,200.00,75.00,4,95,9.0,10.0,10.0,9.0,10.0
3,1.0,1.0,1,96.00,,20.00,56,92,9.0,9.0,10.0,10.0,10.0
4,1.0,1.0,2,92.00,95.00,30.00,41,94,9.0,9.0,10.0,10.0,9.0
4,1.0,1.0,2,85.00,,,6,97,10.0,10.0,10.0,10.0,9.0
4,1.0,1.0,2,55.00,100.00,10.00,11,96,9.0,10.0,10.0,10.0,9.0
4,1.0,1.0,1,55.00,150.00,35.00,5,92,8.0,8.0,8.0,10.0,9.0
2,1.0,1.0,1,80.00,,,1,80,10.0,10.0,10.0,10.0,8.0
6,1.0,2.0,3,145.00,400.00,,135,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,140.00,500.00,35.00,14,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,40.00,,,107,97,9.0,10.0,10.0,9.0,10.0
4,1.0,2.0,2,225.00,300.00,80.00,22,94,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,175.00,400.00,,28,96,10.0,10.0,10.0,10.0,10.0
6,1.5,3.0,3,79.00,200.00,75.00,92,97,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,59.00,,,11,89,9.0,9.0,10.0,10.0,9.0
2,1.0,1.0,1,140.00,400.00,125.00,4,95,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,60.00,,,34,97,9.0,10.0,10.0,10.0,10.0
5,1.5,2.0,2,100.00,,10.00,48,98,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,40.00,,,30,96,9.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,99.00,,20.00,3,93,10.0,8.0,9.0,10.0,10.0
2,1.5,1.0,1,45.00,,,18,93,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,75.00,300.00,25.00,78,98,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,119.00,,,25,96,9.0,10.0,10.0,10.0,10.0
2,1.0,1.0,2,99.00,,20.00,1,80,10.0,10.0,10.0,10.0,8.0
6,1.0,3.0,3,225.00,250.00,25.00,2,90,8.0,10.0,10.0,10.0,9.0
6,1.5,3.0,3,335.00,1000.00,150.00,14,98,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,90.00,,25.00,33,96,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,111.00,100.00,5.00,13,94,8.0,10.0,9.0,9.0,9.0
4,1.0,1.0,2,110.00,100.00,75.00,60,88,9.0,10.0,9.0,10.0,9.0
8,2.0,3.0,2,325.00,200.00,119.00,6,93,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,141.00,500.00,45.00,29,94,10.0,9.0,9.0,10.0,9.0
8,4.0,4.0,6,775.00,500.00,100.00,9,98,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,95.00,,20.00,6,97,8.0,10.0,9.0,9.0,10.0
2,1.0,1.0,1,88.00,,30.00,8,98,10.0,10.0,10.0,10.0,10.0
5,1.0,2.0,2,125.00,100.00,25.00,132,95,10.0,10.0,10.0,9.0,9.0
5,2.0,2.0,2,145.00,200.00,120.00,3,93,9.0,10.0,10.0,10.0,9.0
1,1.0,1.0,1,60.00,,,7,94,10.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,95.00,200.00,75.00,93,94,10.0,10.0,10.0,9.0,10.0
2,1.0,0.0,1,140.00,,60.00,24,88,10.0,10.0,10.0,9.0,9.0
6,2.0,2.0,3,250.00,500.00,95.00,7,97,10.0,9.0,10.0,10.0,10.0
5,1.0,2.0,3,225.00,250.00,150.00,11,95,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,65.00,300.00,7.00,16,94,10.0,10.0,10.0,8.0,9.0
2,1.0,1.0,1,59.00,100.00,20.00,1,80,10.0,10.0,10.0,10.0,8.0
2,1.0,1.0,1,55.00,,15.00,27,90,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,129.00,,29.00,14,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,65.00,,,28,96,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,75.00,100.00,20.00,6,88,8.0,9.0,10.0,8.0,9.0
2,1.0,1.0,1,80.00,,10.00,10,98,10.0,10.0,9.0,9.0,10.0
2,1.0,1.0,1,95.00,,50.00,8,94,10.0,9.0,10.0,9.0,9.0
2,1.0,0.0,1,85.00,100.00,50.00,54,98,10.0,10.0,10.0,9.0,10.0
6,1.0,2.0,4,99.00,250.00,100.00,66,89,9.0,9.0,10.0,9.0,9.0
4,1.5,1.0,2,73.00,500.00,45.00,6,92,9.0,10.0,10.0,9.0,10.0
6,2.0,2.0,2,170.00,100.00,75.00,27,96,9.0,10.0,10.0,10.0,9.0
2,1.5,1.0,1,48.00,,30.00,45,99,10.0,10.0,10.0,10.0,10.0
2,2.0,1.0,1,90.00,,20.00,8,98,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,2,82.00,,40.00,181,95,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,105.00,,,56,96,10.0,10.0,10.0,9.0,9.0
8,2.0,2.0,2,250.00,350.00,50.00,1,80,6.0,10.0,10.0,8.0,4.0
2,1.0,1.0,1,75.00,150.00,15.00,30,98,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,95.00,95.00,,54,96,9.0,10.0,10.0,9.0,10.0
4,1.0,1.0,2,150.00,500.00,80.00,10,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,65.00,,40.00,12,90,8.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,89.00,,45.00,25,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,109.00,,25.00,46,95,10.0,10.0,10.0,9.0,10.0
6,1.0,2.0,3,99.00,250.00,100.00,10,84,9.0,9.0,9.0,8.0,8.0
5,2.5,3.0,3,150.00,200.00,140.00,25,97,10.0,10.0,10.0,10.0,9.0
4,1.0,1.0,2,120.00,100.00,40.00,27,98,10.0,10.0,10.0,9.0,9.0
2,1.5,1.0,1,50.00,,,12,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,129.00,,10.00,28,88,9.0,10.0,10.0,9.0,9.0
6,3.5,3.0,3,295.00,995.00,195.00,22,96,10.0,10.0,10.0,9.0,9.0
6,2.5,2.0,3,175.00,500.00,200.00,17,95,10.0,10.0,10.0,10.0,9.0
5,2.0,2.0,3,150.00,200.00,100.00,1,80,10.0,10.0,10.0,8.0,8.0
4,1.0,1.0,2,85.00,,10.00,15,95,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,80.00,,50.00,35,94,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,85.00,,,88,98,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,169.00,250.00,,42,97,10.0,10.0,10.0,10.0,9.0
4,1.0,1.0,2,130.00,2500.00,75.00,13,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,79.00,100.00,60.00,36,97,10.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,125.00,,,11,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,80.00,,25.00,78,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,97.00,,,58,98,10.0,10.0,10.0,10.0,10.0
10,3.5,5.0,7,350.00,500.00,250.00,3,93,10.0,8.0,9.0,9.0,9.0
6,2.0,3.0,5,240.00,,25.00,3,93,9.0,10.0,10.0,10.0,9.0
6,1.0,2.0,2,125.00,100.00,35.00,31,99,10.0,10.0,10.0,10.0,10.0
8,3.0,4.0,5,195.00,,100.00,2,80,7.0,8.0,9.0,10.0,10.0
3,1.0,1.0,2,69.00,150.00,25.00,29,96,10.0,10.0,10.0,10.0,10.0
3,1.0,0.0,1,200.00,500.00,50.00,12,93,10.0,10.0,10.0,8.0,9.0
4,1.0,2.0,2,75.00,200.00,25.00,63,97,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,135.00,100.00,65.00,26,95,10.0,10.0,10.0,9.0,9.0
4,1.0,1.0,2,110.00,300.00,25.00,10,94,9.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,85.00,,15.00,11,98,10.0,10.0,10.0,10.0,10.0
1,1.5,1.0,1,50.00,500.00,10.00,11,89,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,78.00,,45.00,4,95,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,95.00,150.00,40.00,65,94,10.0,10.0,10.0,10.0,10.0
4,2.0,3.0,3,500.00,,85.00,6,93,9.0,10.0,10.0,9.0,9.0
4,1.0,1.0,2,115.00,,50.00,53,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,125.00,,,21,99,10.0,10.0,10.0,10.0,10.0
6,1.0,2.0,3,140.00,,50.00,60,94,9.0,10.0,9.0,10.0,10.0
2,1.0,1.0,1,80.00,,30.00,64,94,10.0,10.0,10.0,10.0,10.0
5,2.0,2.0,2,145.00,200.00,95.00,10,87,9.0,9.0,9.0,9.0,8.0
6,1.0,1.0,3,150.00,250.00,50.00,3,93,10.0,9.0,10.0,9.0,8.0
3,1.0,1.0,1,65.00,,,14,92,8.0,9.0,10.0,10.0,9.0
2,1.0,1.0,1,41.00,500.00,10.00,14,93,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,59.00,,,36,95,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,47.00,500.00,10.00,28,94,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,65.00,,,14,94,9.0,10.0,10.0,10.0,9.0
1,1.0,1.0,1,35.00,,,1,80,6.0,10.0,10.0,10.0,8.0
2,1.0,1.0,1,43.00,500.00,10.00,12,87,9.0,9.0,10.0,9.0,10.0
2,1.0,1.0,1,44.00,500.00,10.00,14,96,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,45.00,500.00,10.00,8,83,9.0,10.0,10.0,9.0,9.0
2,1.0,0.0,1,109.00,,49.00,1,80,8.0,6.0,4.0,8.0,6.0
2,1.0,0.0,1,88.00,150.00,20.00,18,93,10.0,10.0,10.0,9.0,9.0
3,2.0,1.0,1,40.00,500.00,10.00,30,89,9.0,10.0,10.0,10.0,9.0
4,1.0,0.0,1,85.00,100.00,25.00,7,91,9.0,9.0,9.0,10.0,10.0
10,2.0,3.0,7,275.00,200.00,225.00,17,88,9.0,10.0,10.0,9.0,9.0
4,1.0,1.0,2,105.00,100.00,60.00,29,89,9.0,9.0,9.0,9.0,9.0
4,1.0,1.0,2,150.00,250.00,150.00,8,98,10.0,10.0,10.0,10.0,9.0
5,1.0,2.0,2,125.00,,85.00,2,80,7.0,10.0,10.0,9.0,8.0
4,1.0,0.0,2,98.00,100.00,60.00,15,80,9.0,8.0,8.0,9.0,8.0
4,1.0,1.0,2,110.00,200.00,70.00,13,82,8.0,9.0,8.0,9.0,8.0
2,1.0,1.0,1,75.00,,,12,92,10.0,10.0,9.0,9.0,9.0
1,1.0,1.0,1,45.00,500.00,10.00,28,89,9.0,9.0,9.0,9.0,9.0
1,1.5,1.0,1,30.00,,,1,80,,,,,
7,1.5,3.0,5,250.00,500.00,150.00,10,98,10.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,43.00,,20.00,11,91,10.0,9.0,9.0,10.0,9.0
3,1.0,1.0,1,112.00,500.00,75.00,40,99,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,85.00,100.00,60.00,8,80,9.0,9.0,9.0,9.0,7.0
2,1.0,1.0,2,63.00,,,9,82,7.0,9.0,9.0,9.0,9.0
1,1.0,1.0,1,41.00,500.00,10.00,15,95,10.0,9.0,10.0,10.0,9.0
3,1.0,1.0,2,79.00,400.00,75.00,17,98,10.0,10.0,10.0,9.0,9.0
3,1.0,1.0,2,85.00,,5.00,36,94,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,75.00,,,3,87,9.0,10.0,10.0,9.0,10.0
6,1.0,2.0,2,125.00,250.00,89.00,10,96,9.0,8.0,8.0,9.0,9.0
2,1.0,1.0,1,85.00,300.00,50.00,14,96,10.0,9.0,10.0,9.0,10.0
2,1.0,0.0,1,88.00,100.00,50.00,12,88,9.0,9.0,9.0,9.0,8.0
2,1.0,1.0,1,78.00,,,18,98,10.0,10.0,10.0,10.0,10.0
4,1.0,0.0,2,93.00,100.00,60.00,2,90,9.0,10.0,10.0,9.0,8.0
2,1.0,1.0,1,40.00,500.00,10.00,23,94,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,43.00,500.00,10.00,9,96,10.0,10.0,9.0,10.0,10.0
2,1.0,1.0,1,70.00,,,18,99,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,90.00,150.00,60.00,9,93,10.0,9.0,10.0,9.0,9.0
3,1.0,0.0,2,90.00,,,9,87,8.0,8.0,9.0,9.0,8.0
2,1.0,1.0,1,85.00,,15.00,62,91,10.0,10.0,10.0,9.0,9.0
3,1.0,1.0,2,115.00,100.00,25.00,14,97,9.0,10.0,10.0,9.0,9.0
4,1.0,1.0,1,89.00,100.00,25.00,124,82,8.0,9.0,9.0,9.0,8.0
3,1.0,1.0,1,95.00,95.00,,11,98,10.0,10.0,10.0,10.0,10.0
8,1.0,4.0,4,306.00,250.00,108.00,1,80,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,47.00,500.00,10.00,14,87,9.0,8.0,9.0,9.0,9.0
4,1.0,1.0,2,105.00,150.00,60.00,3,80,8.0,8.0,9.0,10.0,8.0
2,1.0,1.0,1,83.00,150.00,55.00,11,85,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,73.00,,25.00,5,96,10.0,10.0,10.0,10.0,9.0
4,2.5,2.0,2,92.00,225.00,80.00,34,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,59.00,,,146,98,10.0,10.0,10.0,9.0,10.0
6,2.0,2.0,2,145.00,250.00,90.00,7,91,9.0,9.0,9.0,9.0,9.0
2,1.0,0.0,1,98.00,150.00,60.00,2,80,9.0,10.0,10.0,9.0,8.0
3,1.0,1.0,1,95.00,150.00,60.00,23,82,9.0,9.0,8.0,8.0,8.0
1,1.0,1.0,1,42.00,350.00,35.00,2,90,9.0,10.0,10.0,10.0,9.0
5,2.0,3.0,3,250.00,800.00,120.00,2,90,8.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,40.00,,5.00,4,90,8.0,10.0,10.0,10.0,9.0
4,1.0,2.0,3,80.00,200.00,35.00,19,85,8.0,9.0,9.0,9.0,8.0
2,1.5,1.0,2,40.00,,,1,80,10.0,8.0,10.0,10.0,10.0
2,1.0,1.0,1,88.00,,30.00,93,96,9.0,10.0,10.0,9.0,10.0
4,1.0,2.0,2,128.00,100.00,10.00,158,92,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,110.00,,25.00,16,95,9.0,10.0,10.0,9.0,9.0
4,1.0,1.0,2,155.00,300.00,70.00,49,93,10.0,10.0,10.0,9.0,9.0
2,1.0,0.0,1,62.00,,50.00,44,96,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,80.00,100.00,25.00,25,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,105.00,200.00,95.00,28,96,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,79.00,,6.00,270,98,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,95.00,,50.00,68,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,90.00,,26.00,52,93,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,60.00,,,12,95,10.0,10.0,10.0,10.0,10.0
5,2.5,2.0,2,157.00,,100.00,25,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,110.00,,30.00,43,99,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,1,150.00,,30.00,8,93,9.0,10.0,10.0,10.0,9.0
5,1.0,1.0,2,145.00,,100.00,15,99,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,1,85.00,250.00,83.00,74,92,9.0,10.0,9.0,9.0,9.0
4,1.0,1.0,2,79.00,300.00,70.00,104,95,10.0,10.0,10.0,8.0,9.0
1,1.0,1.0,1,40.00,,,6,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,49.00,100.00,5.00,79,88,9.0,9.0,9.0,9.0,9.0
4,1.0,1.0,2,56.00,100.00,5.00,79,84,9.0,9.0,9.0,9.0,9.0
4,1.0,2.0,2,150.00,,40.00,96,91,9.0,10.0,9.0,9.0,9.0
8,3.0,4.0,4,350.00,200.00,120.00,7,94,10.0,10.0,9.0,10.0,9.0
2,1.0,1.0,1,67.00,,18.00,10,90,9.0,10.0,10.0,9.0,10.0
3,2.0,1.0,1,69.00,,,52,95,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,52.00,100.00,5.00,99,86,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,75.00,,35.00,71,97,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,90.00,,,28,91,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,130.00,150.00,30.00,5,96,10.0,10.0,10.0,9.0,10.0
3,1.0,1.0,1,60.00,,5.00,18,92,8.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,70.00,,,33,96,10.0,10.0,10.0,9.0,9.0
3,2.0,1.0,2,70.00,,,68,91,9.0,9.0,9.0,10.0,9.0
1,2.0,1.0,1,55.00,,,70,97,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,72.00,150.00,30.00,94,98,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,70.00,,15.00,136,97,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,81.00,200.00,5.00,51,94,9.0,10.0,10.0,9.0,9.0
2,1.5,1.0,1,58.00,,30.00,49,95,10.0,10.0,10.0,9.0,10.0
2,1.0,0.0,1,110.00,,,34,96,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,75.00,,,16,99,10.0,10.0,10.0,10.0,9.0
2,1.0,0.0,1,124.00,,,164,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,150.00,300.00,,36,93,9.0,10.0,10.0,10.0,9.0
2,2.0,1.0,1,65.00,,,73,95,9.0,10.0,10.0,10.0,10.0
6,2.0,2.0,2,225.00,,,6,90,8.0,9.0,10.0,8.0,9.0
2,1.0,1.0,1,105.00,200.00,60.00,8,93,10.0,10.0,10.0,9.0,9.0
4,2.0,2.0,2,158.00,,60.00,16,93,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,69.00,300.00,25.00,29,97,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,2,99.00,,19.00,17,89,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,3,100.00,,,2,80,6.0,6.0,8.0,10.0,8.0
2,1.0,1.0,1,90.00,,,33,95,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,81.00,100.00,65.00,11,93,9.0,9.0,9.0,10.0,9.0
2,1.0,1.0,1,69.00,,25.00,94,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,179.00,,,32,96,9.0,10.0,10.0,10.0,9.0
4,1.0,2.0,2,150.00,,40.00,81,93,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,82.00,,,24,98,10.0,10.0,10.0,9.0,10.0
6,1.0,2.0,3,115.00,250.00,100.00,81,96,10.0,10.0,10.0,9.0,9.0
4,1.0,2.0,2,220.00,,75.00,10,92,9.0,9.0,10.0,10.0,9.0
2,1.0,1.0,1,59.00,,25.00,95,98,10.0,10.0,10.0,10.0,10.0
1,1.5,1.0,1,54.00,,,45,95,9.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,75.00,,10.00,14,99,10.0,10.0,10.0,10.0,10.0
4,0.5,1.0,1,95.00,150.00,15.00,33,95,10.0,10.0,10.0,9.0,10.0
6,2.0,2.0,2,160.00,400.00,100.00,4,95,10.0,10.0,10.0,9.0,10.0
1,1.0,1.0,1,37.00,,20.00,18,89,8.0,10.0,10.0,9.0,9.0
4,1.0,2.0,2,200.00,,60.00,4,90,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,120.00,150.00,50.00,30,99,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,160.00,150.00,25.00,4,95,10.0,10.0,10.0,10.0,10.0
4,2.0,1.0,1,125.00,,,11,96,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,100.00,95.00,10.00,9,96,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,90.00,100.00,,9,98,9.0,9.0,10.0,10.0,10.0
2,1.0,1.0,1,95.00,250.00,50.00,13,90,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,92.00,,29.00,28,99,10.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,79.00,200.00,80.00,10,96,10.0,9.0,9.0,10.0,9.0
2,1.5,1.0,1,72.00,150.00,30.00,39,95,10.0,9.0,9.0,9.0,9.0
10,3.5,4.0,6,300.00,300.00,100.00,21,93,9.0,9.0,9.0,10.0,10.0
2,3.0,1.0,1,87.00,200.00,30.00,49,99,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,156.00,95.00,25.00,4,95,10.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,90.00,200.00,35.00,32,95,9.0,9.0,10.0,10.0,9.0
10,2.5,2.0,8,425.00,,85.00,32,96,10.0,10.0,10.0,9.0,10.0
6,2.5,3.0,4,220.00,250.00,125.00,25,96,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,85.00,150.00,40.00,8,98,10.0,10.0,10.0,9.0,10.0
4,1.0,2.0,2,100.00,200.00,100.00,2,90,10.0,9.0,10.0,10.0,9.0
4,1.5,1.0,1,120.00,,30.00,6,83,9.0,9.0,9.0,10.0,8.0
2,1.0,0.0,1,150.00,,,20,93,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,90.00,,20.00,16,99,10.0,10.0,10.0,9.0,10.0
4,1.5,1.0,2,200.00,350.00,75.00,40,98,10.0,10.0,10.0,10.0,9.0
5,1.0,1.0,1,90.00,350.00,45.00,51,97,10.0,10.0,10.0,9.0,9.0
4,1.0,1.0,3,150.00,300.00,125.00,36,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,119.00,,,16,98,10.0,10.0,10.0,9.0,10.0
5,2.5,2.0,3,150.00,200.00,100.00,7,97,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,170.00,,,31,96,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,55.00,,,3,90,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,125.00,150.00,35.00,29,90,10.0,9.0,9.0,9.0,10.0
6,2.0,3.0,5,199.00,250.00,90.00,9,96,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,65.00,,,158,98,10.0,10.0,10.0,9.0,10.0
3,1.0,1.0,1,92.00,250.00,75.00,53,93,10.0,9.0,10.0,9.0,9.0
2,1.0,0.0,1,79.00,,,62,99,10.0,10.0,10.0,9.0,10.0
6,1.5,3.0,3,200.00,1000.00,200.00,22,94,10.0,10.0,9.0,9.0,10.0
2,1.0,1.0,1,85.00,100.00,20.00,5,96,10.0,10.0,10.0,9.0,10.0
