id,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1198799,2,1.5,1.0,1.0,70.00,100.00,20.00,19,98.0,10.0,10.0,10.0,10.0,10.0
5308429,2,1.0,1.0,1.0,53.00,,,18,99.0,10.0,10.0,10.0,10.0,10.0
2769088,4,1.0,2.0,2.0,110.00,100.00,,12,71.0,6.0,9.0,9.0,9.0,7.0
7603135,4,1.0,2.0,2.0,225.00,,45.00,4,95.0,10.0,9.0,10.0,10.0,10.0
9374365,2,1.5,1.0,1.0,35.00,100.00,7.00,7,97.0,10.0,10.0,10.0,10.0,10.0
6106498,2,1.0,1.0,1.0,55.00,,15.00,23,97.0,10.0,10.0,10.0,9.0,10.0
9331449,2,1.5,1.0,1.0,45.00,100.00,8.00,2,90.0,8.0,10.0,10.0,10.0,9.0
8799162,2,1.0,1.0,1.0,79.00,,,0,,,,,,
4317390,8,1.0,2.0,6.0,133.00,350.00,50.00,39,95.0,10.0,9.0,10.0,10.0,9.0
3884851,2,1.0,1.0,1.0,65.00,,5.00,64,96.0,10.0,10.0,10.0,10.0,10.0
3155785,1,2.0,1.0,1.0,61.00,,15.00,4,80.0,8.0,9.0,9.0,9.0,9.0
9368517,4,2.0,3.0,3.0,200.00,200.00,60.00,0,,,,,,
5643240,2,1.0,1.0,1.0,70.00,250.00,50.00,8,90.0,9.0,10.0,10.0,10.0,10.0
5042014,1,1.0,1.0,1.0,52.00,,20.00,14,97.0,10.0,10.0,10.0,10.0,10.0
7724630,2,1.0,1.0,1.0,50.00,,,1,100.0,8.0,10.0,10.0,10.0,8.0
9449437,8,2.5,4.0,4.0,275.00,500.00,50.00,0,,,,,,
3053237,2,1.0,1.0,1.0,149.00,100.00,50.00,85,99.0,10.0,10.0,10.0,9.0,10.0
8132347,8,2.0,2.0,4.0,199.00,150.00,85.00,0,,,,,,
63733,2,1.0,1.0,1.0,89.00,,,125,97.0,10.0,10.0,10.0,10.0,10.0
2039149,10,2.0,3.0,3.0,225.00,300.00,100.00,121,91.0,9.0,10.0,10.0,9.0,9.0
227636,3,1.0,1.0,2.0,120.00,200.00,55.00,131,97.0,10.0,10.0,10.0,9.0,10.0
3689119,2,1.0,0.0,1.0,85.00,,30.00,49,98.0,10.0,10.0,10.0,10.0,10.0
1179538,4,1.5,1.0,2.0,80.00,200.00,15.00,2,100.0,10.0,10.0,10.0,8.0,8.0
6823781,3,1.0,1.0,3.0,89.00,,55.00,28,95.0,10.0,10.0,10.0,10.0,10.0
2284536,4,1.0,1.0,1.0,99.00,100.00,30.00,111,92.0,9.0,10.0,10.0,10.0,9.0
5143441,4,1.0,1.0,3.0,110.00,95.00,35.00,49,97.0,10.0,10.0,10.0,10.0,10.0
5749958,6,1.0,2.0,3.0,180.00,250.00,80.00,28,96.0,10.0,10.0,10.0,10.0,10.0
9116815,4,1.0,2.0,2.0,150.00,,,0,,,,,,
7731836,4,1.0,1.0,2.0,70.00,,,3,100.0,10.0,10.0,10.0,9.0,9.0
10262971,2,1.0,1.0,1.0,70.00,,,0,,,,,,
1407502,1,1.0,1.0,1.0,75.00,100.00,25.00,9,89.0,9.0,9.0,9.0,9.0,9.0
8817038,4,1.0,2.0,2.0,85.00,100.00,,12,97.0,10.0,10.0,10.0,10.0,10.0
4449303,2,1.0,1.0,1.0,80.00,250.00,25.00,50,95.0,10.0,10.0,10.0,10.0,9.0
8255615,3,1.0,1.0,1.0,90.00,,20.00,3,100.0,10.0,9.0,10.0,10.0,10.0
4053092,2,1.0,1.0,1.0,80.00,,,24,98.0,10.0,10.0,10.0,10.0,10.0
6886633,2,1.0,0.0,1.0,75.00,200.00,,81,95.0,10.0,10.0,10.0,9.0,10.0
8820414,3,1.0,2.0,2.0,80.00,,,0,,,,,,
3052151,2,1.0,1.0,1.0,70.00,100.00,,19,85.0,7.0,9.0,9.0,9.0,8.0
2339333,8,3.5,4.0,4.0,350.00,1000.00,200.00,6,100.0,10.0,10.0,10.0,9.0,9.0
1618842,4,1.0,0.0,1.0,95.00,,40.00,115,99.0,10.0,10.0,10.0,10.0,10.0
888967,2,1.0,1.0,1.0,90.00,,,72,99.0,10.0,10.0,10.0,10.0,10.0
380950,12,2.0,4.0,5.0,435.00,500.00,200.00,12,84.0,9.0,10.0,10.0,9.0,8.0
8097708,6,1.5,3.0,3.0,250.00,,185.00,1,100.0,10.0,10.0,10.0,10.0,10.0
5671843,2,1.0,1.0,1.0,65.00,,20.00,31,95.0,9.0,10.0,10.0,10.0,10.0
904057,3,1.0,1.0,1.0,95.00,100.00,,125,97.0,10.0,10.0,10.0,10.0,10.0
7161725,3,1.0,1.0,2.0,110.00,,50.00,7,97.0,10.0,10.0,10.0,10.0,10.0
9587410,3,1.0,1.0,2.0,50.00,,10.00,2,100.0,10.0,10.0,10.0,10.0,10.0
9202380,4,1.0,1.0,1.0,95.00,200.00,20.00,0,,,,,,
2238105,2,1.0,1.0,1.0,100.00,,30.00,62,97.0,10.0,10.0,10.0,10.0,9.0
9545766,2,1.0,1.0,2.0,89.00,,,0,,,,,,
2441908,5,1.0,1.0,3.0,116.00,,60.00,74,98.0,10.0,10.0,10.0,10.0,10.0
9367465,4,1.0,1.0,2.0,150.00,100.00,50.00,1,100.0,10.0,10.0,10.0,10.0,10.0
3031415,8,2.0,3.0,3.0,275.00,250.00,100.00,107,95.0,9.0,10.0,10.0,10.0,9.0
843812,6,2.0,3.0,3.0,180.00,,,10,96.0,10.0,10.0,10.0,9.0,10.0
3835995,2,1.0,1.0,1.0,97.00,,,155,96.0,10.0,10.0,10.0,10.0,10.0
9732638,5,3.0,2.0,2.0,200.00,200.00,50.00,0,,,,,,
3768745,2,1.0,1.0,1.0,120.00,,,15,100.0,10.0,10.0,10.0,10.0,10.0
3975434,2,1.0,1.0,1.0,109.00,,,17,96.0,10.0,10.0,10.0,10.0,9.0
5620928,2,1.0,1.0,1.0,115.00,100.00,20.00,13,92.0,9.0,10.0,10.0,9.0,9.0
7381677,2,1.0,1.0,1.0,199.00,,80.00,13,97.0,10.0,10.0,10.0,10.0,10.0
5487934,2,1.0,1.0,1.0,150.00,95.00,,2,100.0,10.0,10.0,10.0,10.0,10.0
9028447,2,1.0,1.0,1.0,100.00,,,1,,,,,,
757840,6,2.5,3.0,4.0,250.00,500.00,100.00,98,98.0,10.0,10.0,10.0,10.0,10.0
8848403,2,1.0,1.0,1.0,39.00,,,2,100.0,10.0,10.0,10.0,9.0,10.0
7430926,4,1.0,1.0,1.0,69.00,150.00,55.00,28,90.0,9.0,9.0,10.0,9.0,9.0
7021544,4,1.0,1.0,2.0,145.00,350.00,60.00,17,91.0,9.0,10.0,10.0,9.0,9.0
1323446,5,1.0,1.0,4.0,98.00,300.00,10.00,139,97.0,10.0,10.0,9.0,10.0,10.0
3925573,4,1.0,1.0,1.0,130.00,150.00,25.00,5,100.0,10.0,10.0,10.0,10.0,9.0
8723086,4,1.0,1.0,2.0,85.00,,,15,96.0,9.0,10.0,10.0,9.0,10.0
781474,1,1.0,1.0,1.0,85.00,,15.00,1,90.0,10.0,10.0,10.0,8.0,10.0
9812439,4,1.0,1.0,2.0,73.00,350.00,60.00,0,,,,,,
3401644,4,1.0,1.0,2.0,150.00,150.00,25.00,5,88.0,9.0,9.0,10.0,10.0,10.0
10036903,3,1.0,1.0,1.0,85.00,,,0,,,,,,
5310193,6,2.0,3.0,3.0,190.00,500.00,100.00,3,93.0,9.0,10.0,9.0,10.0,10.0
5308875,2,1.0,1.0,1.0,68.00,200.00,50.00,17,94.0,10.0,10.0,10.0,10.0,9.0
5052459,2,1.5,1.0,1.0,149.00,100.00,60.00,31,96.0,10.0,10.0,10.0,10.0,9.0
7228499,10,2.0,2.0,5.0,349.00,,100.00,34,92.0,9.0,10.0,10.0,10.0,9.0
7651653,2,1.0,1.0,1.0,105.00,750.00,100.00,1,100.0,10.0,10.0,10.0,10.0,10.0
1494986,4,1.5,1.0,2.0,145.00,500.00,90.00,10,100.0,10.0,10.0,10.0,9.0,10.0
1783382,2,1.0,1.0,1.0,150.00,200.00,40.00,15,98.0,9.0,10.0,10.0,9.0,9.0
7513198,4,2.0,2.0,1.0,275.00,5000.00,75.00,1,100.0,10.0,10.0,10.0,10.0,10.0
8308316,4,1.0,2.0,3.0,165.00,,75.00,7,97.0,10.0,10.0,10.0,10.0,10.0
9694921,5,2.0,3.0,3.0,196.00,300.00,65.00,1,100.0,10.0,10.0,10.0,10.0,10.0
2472850,4,1.0,1.0,2.0,195.00,100.00,35.00,28,82.0,8.0,9.0,9.0,9.0,8.0
5487522,4,2.0,2.0,2.0,200.00,95.00,,7,89.0,9.0,9.0,9.0,9.0,9.0
4016650,2,1.5,1.0,1.0,90.00,125.00,30.00,36,97.0,10.0,10.0,10.0,9.0,10.0
10229434,4,1.0,1.0,1.0,100.00,,,0,,,,,,
3479241,2,1.0,1.0,1.0,125.00,,30.00,16,92.0,9.0,9.0,10.0,10.0,9.0
5848400,8,1.5,3.0,5.0,250.00,,264.00,4,90.0,10.0,10.0,10.0,10.0,9.0
6077760,2,1.5,1.0,1.0,130.00,100.00,50.00,23,98.0,10.0,10.0,10.0,10.0,10.0
4642956,2,1.0,1.0,1.0,209.00,200.00,90.00,1,100.0,10.0,10.0,10.0,10.0,8.0
1167507,4,1.0,1.0,2.0,110.00,150.00,50.00,61,97.0,10.0,10.0,10.0,10.0,10.0
6044106,4,1.0,1.0,2.0,90.00,350.00,60.00,50,96.0,10.0,10.0,10.0,9.0,10.0
1799255,2,1.0,1.0,1.0,90.00,,,55,97.0,9.0,10.0,10.0,10.0,10.0
8941768,2,1.0,1.0,1.0,130.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
6569950,2,1.0,1.0,1.0,175.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
7733192,8,3.5,3.0,3.0,749.00,1000.00,199.00,12,100.0,10.0,10.0,10.0,10.0,9.0
9215782,4,2.0,2.0,2.0,115.00,,35.00,2,100.0,10.0,,10.0,,
5175631,4,1.5,2.0,2.0,165.00,200.00,55.00,26,98.0,10.0,10.0,10.0,10.0,10.0
6315614,4,1.0,1.0,2.0,109.00,,,0,,,,,,
9134193,2,1.0,0.0,1.0,80.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
2481189,6,2.0,3.0,4.0,285.00,300.00,150.00,53,96.0,10.0,10.0,10.0,9.0,10.0
8535897,2,1.0,1.0,1.0,80.00,,10.00,13,100.0,10.0,10.0,10.0,10.0,10.0
9476826,1,1.0,1.0,1.0,75.00,,,0,,,,,,
3144311,2,1.0,1.0,1.0,68.00,100.00,100.00,4,95.0,9.0,10.0,10.0,10.0,9.0
9370007,2,1.0,1.0,1.0,85.00,150.00,60.00,0,,,,,,
6781308,4,1.0,1.0,2.0,125.00,300.00,55.00,32,97.0,10.0,10.0,10.0,9.0,10.0
160222,2,1.0,1.0,1.0,110.00,800.00,100.00,53,93.0,9.0,10.0,10.0,10.0,9.0
4250367,7,4.0,3.0,3.0,600.00,1500.00,175.00,8,100.0,10.0,10.0,10.0,10.0,10.0
8755479,4,2.0,2.0,2.0,235.00,,45.00,2,100.0,10.0,9.0,10.0,10.0,9.0
8829156,4,1.0,1.0,2.0,75.00,,20.00,7,100.0,10.0,10.0,10.0,10.0,10.0
5126077,2,1.0,1.0,1.0,95.00,,25.00,1,80.0,10.0,10.0,10.0,8.0,6.0
6108796,4,1.0,1.0,2.0,103.00,350.00,60.00,49,95.0,10.0,10.0,10.0,9.0,9.0
2692126,2,1.0,1.0,1.0,120.00,350.00,60.00,59,98.0,10.0,10.0,10.0,9.0,10.0
6882211,2,1.0,1.0,1.0,95.00,200.00,50.00,0,,,,,,
9573675,5,2.5,2.0,2.0,143.00,,100.00,0,,,,,,
3544953,2,1.0,1.0,1.0,99.00,,20.00,18,97.0,10.0,10.0,10.0,10.0,10.0
2020505,2,1.0,1.0,1.0,142.00,,40.00,63,99.0,10.0,10.0,10.0,10.0,10.0
5580457,2,1.0,1.0,2.0,150.00,,25.00,16,93.0,10.0,9.0,10.0,9.0,9.0
1495271,6,2.0,3.0,3.0,295.00,1000.00,110.00,4,95.0,10.0,10.0,10.0,10.0,9.0
8455865,6,3.5,4.0,4.0,335.00,500.00,125.00,3,100.0,10.0,10.0,10.0,10.0,10.0
9679300,2,1.0,1.0,1.0,60.00,,,0,,,,,,
6065566,6,1.5,3.0,3.0,250.00,500.00,75.00,2,100.0,9.0,10.0,10.0,10.0,10.0
4645208,8,3.0,4.0,5.0,499.00,499.00,200.00,14,99.0,10.0,10.0,10.0,10.0,10.0
6115807,8,2.0,3.0,4.0,350.00,300.00,155.00,9,96.0,10.0,10.0,10.0,10.0,10.0
7091397,3,1.0,1.0,2.0,156.00,300.00,25.00,11,98.0,10.0,10.0,10.0,10.0,10.0
6134153,4,1.0,2.0,3.0,200.00,100.00,111.00,11,91.0,9.0,10.0,10.0,10.0,9.0
7763878,4,2.0,2.0,2.0,180.00,100.00,30.00,1,100.0,10.0,10.0,10.0,10.0,10.0
8088447,3,1.0,1.0,1.0,103.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
3418349,2,1.0,1.0,1.0,99.00,100.00,,115,94.0,9.0,10.0,10.0,10.0,9.0
9199982,3,1.0,1.0,1.0,94.00,100.00,40.00,6,87.0,9.0,9.0,10.0,8.0,9.0
6400000,4,1.0,1.0,1.0,160.00,100.00,72.00,10,92.0,10.0,10.0,10.0,10.0,9.0
6776229,4,1.0,1.0,2.0,129.00,300.00,60.00,21,96.0,10.0,10.0,10.0,9.0,10.0
7627794,4,1.0,1.0,2.0,219.00,,90.00,5,96.0,10.0,10.0,10.0,10.0,10.0
8374102,4,1.0,1.0,1.0,91.00,150.00,60.00,5,92.0,9.0,10.0,10.0,9.0,9.0
6316934,4,1.0,1.0,2.0,75.00,350.00,60.00,53,95.0,10.0,10.0,10.0,9.0,10.0
1820794,2,1.0,0.0,1.0,99.00,,,106,99.0,10.0,10.0,10.0,10.0,10.0
314180,5,1.5,3.0,3.0,300.00,500.00,95.00,24,100.0,9.0,10.0,10.0,10.0,10.0
8670079,5,2.0,3.0,3.0,150.00,,100.00,0,,,,,,
4868135,6,1.0,2.0,3.0,149.00,300.00,105.00,11,96.0,10.0,9.0,9.0,10.0,9.0
5336585,2,1.0,0.0,1.0,75.00,,,1,,,,,,
1427103,3,1.0,1.0,2.0,95.00,150.00,40.00,79,95.0,10.0,10.0,10.0,10.0,9.0
3518808,2,1.0,1.0,1.0,100.00,,,52,97.0,10.0,10.0,10.0,10.0,10.0
8995844,6,2.0,3.0,2.0,250.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
356566,2,2.0,1.0,1.0,105.00,500.00,50.00,13,100.0,10.0,10.0,10.0,10.0,10.0
6466388,2,1.0,1.0,1.0,74.00,100.00,15.00,20,87.0,9.0,9.0,9.0,10.0,8.0
4531944,2,1.0,1.0,1.0,140.00,250.00,65.00,30,99.0,10.0,10.0,10.0,10.0,10.0
6686072,4,1.0,1.0,1.0,130.00,350.00,50.00,14,97.0,10.0,10.0,10.0,10.0,9.0
4384343,2,1.0,1.0,1.0,110.00,100.00,40.00,27,96.0,10.0,10.0,10.0,10.0,10.0
7900056,8,2.0,4.0,4.0,199.00,350.00,160.00,5,84.0,8.0,9.0,8.0,9.0,9.0
6378563,6,1.5,2.0,3.0,209.00,300.00,95.00,5,96.0,10.0,10.0,10.0,10.0,10.0
5630783,4,1.0,0.0,2.0,100.00,100.00,50.00,28,97.0,10.0,10.0,10.0,10.0,10.0
340706,4,1.0,1.0,1.0,110.00,100.00,30.00,97,96.0,10.0,10.0,10.0,10.0,10.0
6202214,2,1.0,1.0,2.0,104.00,250.00,50.00,15,96.0,10.0,10.0,10.0,10.0,10.0
1030411,4,2.0,2.0,2.0,200.00,,100.00,3,100.0,10.0,9.0,10.0,10.0,10.0
7922373,4,1.0,0.0,2.0,99.00,,35.00,1,100.0,10.0,10.0,10.0,10.0,10.0
6156470,2,1.0,1.0,1.0,90.00,,13.00,43,97.0,10.0,10.0,10.0,10.0,10.0
2994309,6,1.0,2.0,3.0,135.00,200.00,30.00,71,97.0,10.0,10.0,10.0,9.0,10.0
1594328,6,1.0,2.0,3.0,122.00,100.00,50.00,9,96.0,10.0,10.0,10.0,10.0,10.0
8072920,2,1.0,0.0,1.0,80.00,,40.00,3,93.0,10.0,10.0,10.0,10.0,10.0
6915487,4,1.0,2.0,2.0,158.00,150.00,65.00,1,80.0,10.0,4.0,6.0,10.0,8.0
6202603,4,1.0,1.0,1.0,90.00,,10.00,11,92.0,9.0,10.0,10.0,10.0,9.0
5286781,3,1.0,1.0,2.0,100.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
2818420,4,1.0,1.0,2.0,89.00,300.00,90.00,4,95.0,10.0,10.0,10.0,10.0,10.0
3739681,4,1.0,2.0,2.0,125.00,100.00,50.00,12,93.0,9.0,10.0,10.0,10.0,9.0
7922063,2,1.0,1.0,1.0,42.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
611509,2,1.0,1.0,1.0,65.00,200.00,40.00,61,97.0,9.0,10.0,10.0,10.0,10.0
1802663,4,1.0,1.0,2.0,100.00,95.00,40.00,49,94.0,10.0,10.0,10.0,10.0,9.0
9797545,1,1.0,1.0,1.0,40.00,,15.00,0,,,,,,
9241055,6,1.0,3.0,3.0,185.00,200.00,,0,,,,,,
9294832,2,1.0,1.0,2.0,40.00,,35.00,4,95.0,10.0,10.0,10.0,10.0,10.0
8643209,2,1.5,1.0,1.0,70.00,,20.00,4,100.0,10.0,10.0,10.0,10.0,10.0
7258811,1,1.0,1.0,1.0,40.00,350.00,35.00,0,,,,,,
10265391,2,1.0,1.0,1.0,70.00,,,0,,,,,,
132120,4,1.0,1.0,1.0,110.00,,40.00,35,94.0,9.0,10.0,10.0,10.0,10.0
6343866,4,1.0,2.0,3.0,99.00,400.00,100.00,10,96.0,10.0,10.0,10.0,10.0,9.0
3066740,6,3.0,3.0,3.0,680.00,1000.00,275.00,6,100.0,10.0,10.0,10.0,10.0,9.0
4130112,6,1.5,3.0,4.0,195.00,,75.00,2,100.0,8.0,10.0,10.0,8.0,10.0
4026757,2,2.0,1.0,1.0,55.00,,25.00,86,97.0,10.0,10.0,10.0,10.0,10.0
9545281,2,1.0,1.0,1.0,90.00,,,0,,,,,,
3294804,4,1.0,1.0,1.0,119.00,,50.00,17,92.0,10.0,10.0,10.0,10.0,9.0
4122325,5,2.0,3.0,3.0,175.00,100.00,,26,99.0,10.0,10.0,10.0,10.0,10.0
8308353,2,1.0,1.0,1.0,65.00,,,7,100.0,10.0,10.0,10.0,10.0,10.0
7226013,2,1.0,1.0,1.0,75.00,,,11,93.0,9.0,10.0,10.0,9.0,9.0
5761290,4,1.0,2.0,2.0,126.00,350.00,65.00,12,95.0,10.0,9.0,10.0,9.0,10.0
182716,2,1.0,1.0,1.0,70.00,300.00,,63,99.0,10.0,10.0,10.0,10.0,10.0
3050140,2,1.0,1.0,1.0,90.00,100.00,50.00,54,100.0,10.0,10.0,10.0,10.0,10.0
3254956,2,1.0,1.0,1.0,129.00,,60.00,28,87.0,9.0,10.0,9.0,10.0,9.0
1264287,12,2.0,5.0,6.0,225.00,700.00,,29,92.0,9.0,10.0,9.0,9.0,9.0
3404557,1,1.0,1.0,1.0,40.00,350.00,35.00,6,93.0,9.0,10.0,10.0,10.0,9.0
3939683,1,1.0,1.0,1.0,50.00,350.00,28.00,1,100.0,8.0,8.0,8.0,8.0,10.0
3424242,1,1.0,1.0,1.0,40.00,350.00,35.00,7,94.0,7.0,9.0,10.0,10.0,10.0
7985714,1,1.0,1.0,1.0,40.00,350.00,35.00,1,80.0,6.0,10.0,8.0,10.0,10.0
4279876,4,1.0,2.0,2.0,95.00,400.00,,64,97.0,10.0,10.0,10.0,10.0,10.0
3870253,6,1.0,2.0,4.0,175.00,,,39,97.0,10.0,10.0,10.0,9.0,10.0
2187563,6,1.0,2.0,4.0,160.00,400.00,90.00,37,93.0,10.0,10.0,10.0,10.0,9.0
3889299,1,1.0,1.0,1.0,40.00,350.00,35.00,2,90.0,8.0,10.0,10.0,10.0,10.0
3889330,1,1.0,1.0,1.0,40.00,350.00,35.00,0,,,,,,
1184846,2,1.0,1.0,1.0,120.00,100.00,,32,96.0,10.0,10.0,10.0,10.0,9.0
3626162,4,1.0,1.0,2.0,66.00,,70.00,33,96.0,10.0,10.0,10.0,10.0,10.0
456040,2,1.0,1.0,1.0,55.00,,,207,96.0,10.0,10.0,10.0,10.0,10.0
9033154,7,3.0,4.0,5.0,350.00,350.00,90.00,0,,,,,,
4340838,2,1.0,0.0,1.0,85.00,,20.00,37,98.0,10.0,10.0,10.0,10.0,10.0
808811,6,1.0,2.0,3.0,175.00,,50.00,45,90.0,8.0,10.0,10.0,10.0,9.0
7368030,2,1.0,1.0,1.0,105.00,,,1,80.0,10.0,10.0,10.0,10.0,10.0
522287,3,1.0,1.0,3.0,55.00,,10.00,203,95.0,10.0,10.0,10.0,10.0,9.0
1940787,5,1.0,2.0,2.0,150.00,300.00,75.00,6,97.0,10.0,10.0,10.0,9.0,9.0
3732103,1,1.0,1.0,1.0,40.00,350.00,35.00,6,93.0,8.0,9.0,10.0,9.0,10.0
43373,2,2.0,1.0,2.0,59.00,,15.00,182,93.0,9.0,10.0,10.0,10.0,9.0
5126365,2,1.0,1.0,1.0,80.00,,30.00,3,73.0,7.0,7.0,8.0,9.0,7.0
7182584,5,1.0,2.0,3.0,200.00,,40.00,3,80.0,9.0,10.0,9.0,9.0,7.0
5325214,3,1.0,0.0,1.0,60.00,,,14,91.0,9.0,10.0,9.0,10.0,10.0
2710274,2,1.0,1.0,1.0,59.00,,15.00,86,93.0,9.0,10.0,10.0,10.0,9.0
5128160,8,3.0,4.0,5.0,575.00,500.00,175.00,5,100.0,10.0,10.0,10.0,9.0,10.0
3424114,1,1.0,1.0,1.0,40.00,350.00,35.00,4,93.0,9.0,9.0,10.0,9.0,10.0
2776890,2,1.0,1.0,1.0,139.00,,25.00,21,92.0,9.0,9.0,10.0,10.0,9.0
4521755,4,1.0,1.0,2.0,70.00,250.00,75.00,12,95.0,10.0,10.0,10.0,10.0,9.0
3456599,4,1.0,1.0,1.0,85.00,,50.00,35,94.0,10.0,10.0,10.0,10.0,9.0
8207848,4,1.0,2.0,2.0,259.00,,155.00,1,,,,,,
10249527,3,1.0,1.0,1.0,39.00,,,0,,,,,,
1252740,2,1.5,1.0,1.0,70.00,,,66,97.0,9.0,10.0,10.0,10.0,10.0
4250938,6,1.0,2.0,4.0,166.00,,209.00,2,90.0,9.0,10.0,10.0,9.0,8.0
3791920,4,1.0,1.0,2.0,99.00,,,70,97.0,10.0,10.0,10.0,10.0,10.0
4258762,2,1.0,1.0,1.0,110.00,100.00,20.00,25,92.0,9.0,10.0,10.0,10.0,9.0
7364146,4,1.0,1.0,2.0,100.00,100.00,75.00,6,97.0,10.0,10.0,10.0,9.0,10.0
6765045,7,1.0,3.0,4.0,250.00,200.00,65.00,5,88.0,8.0,9.0,9.0,9.0,8.0
3193738,4,1.0,1.0,2.0,150.00,400.00,120.00,2,90.0,8.0,7.0,9.0,10.0,10.0
8765219,5,1.0,1.0,2.0,200.00,100.00,50.00,2,100.0,10.0,10.0,10.0,10.0,10.0
8174285,2,1.0,1.0,1.0,95.00,300.00,75.00,1,80.0,8.0,10.0,10.0,10.0,8.0
3403638,1,1.0,1.0,1.0,40.00,350.00,35.00,6,84.0,8.0,9.0,9.0,9.0,8.0
7601333,4,1.0,2.0,2.0,215.00,250.00,65.00,5,92.0,9.0,10.0,10.0,10.0,9.0
6707735,2,1.0,1.0,1.0,110.00,,15.00,46,97.0,10.0,10.0,10.0,10.0,9.0
7322718,5,1.0,3.0,3.0,249.00,300.00,100.00,1,80.0,10.0,10.0,10.0,10.0,10.0
3783162,8,2.0,3.0,3.0,295.00,300.00,95.00,41,97.0,10.0,10.0,10.0,10.0,10.0
6606,2,1.0,1.0,1.0,90.00,200.00,40.00,52,93.0,9.0,10.0,9.0,10.0,9.0
3889280,1,1.0,1.0,1.0,40.00,350.00,35.00,0,,,,,,
3971137,2,1.0,0.0,1.0,85.00,100.00,8.00,5,88.0,10.0,10.0,10.0,10.0,9.0
3889050,1,1.0,1.0,1.0,40.00,350.00,35.00,3,80.0,6.0,9.0,10.0,9.0,8.0
799882,2,1.5,1.0,1.0,40.00,150.00,20.00,32,96.0,9.0,10.0,10.0,10.0,10.0
9508386,8,2.0,4.0,4.0,245.00,350.00,150.00,1,100.0,10.0,10.0,10.0,10.0,10.0
6714817,2,1.0,1.0,1.0,130.00,350.00,50.00,2,90.0,10.0,10.0,10.0,8.0,9.0
3773700,4,1.5,3.0,2.0,210.00,,100.00,6,93.0,9.0,10.0,10.0,10.0,9.0
3773568,6,2.5,2.0,3.0,439.00,399.00,99.00,11,91.0,9.0,10.0,10.0,10.0,9.0
9313974,1,1.0,1.0,1.0,90.00,,,0,,,,,,
6492880,3,1.0,1.0,1.0,95.00,100.00,82.00,13,90.0,10.0,9.0,9.0,10.0,10.0
4879013,4,1.0,2.0,3.0,109.00,100.00,60.00,36,99.0,10.0,10.0,10.0,10.0,10.0
3732094,1,1.0,1.0,1.0,40.00,350.00,28.00,5,88.0,7.0,9.0,9.0,9.0,9.0
873073,4,1.0,2.0,1.0,175.00,100.00,75.00,4,95.0,10.0,10.0,10.0,10.0,10.0
234898,3,1.0,1.0,2.0,80.00,100.00,40.00,69,96.0,10.0,10.0,10.0,10.0,10.0
8533375,2,1.0,1.0,1.0,105.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
6854019,8,3.5,3.0,3.0,400.00,250.00,150.00,0,,,,,,
8418650,4,1.0,2.0,3.0,100.00,500.00,50.00,12,98.0,10.0,10.0,10.0,10.0,10.0
3732076,1,1.0,1.0,1.0,40.00,350.00,35.00,7,94.0,8.0,10.0,9.0,9.0,10.0
4608592,6,1.0,2.0,4.0,160.00,500.00,20.00,30,98.0,10.0,10.0,10.0,10.0,10.0
4862719,2,1.0,1.0,1.0,55.00,,,64,94.0,10.0,10.0,10.0,10.0,10.0
668169,3,1.0,1.0,2.0,55.00,300.00,30.00,16,93.0,9.0,10.0,10.0,10.0,10.0
429453,2,2.5,1.0,1.0,150.00,,30.00,14,100.0,10.0,10.0,10.0,10.0,10.0
10124808,2,1.0,1.0,2.0,55.00,,,0,,,,,,
7459684,6,1.0,2.0,2.0,95.00,200.00,50.00,17,93.0,10.0,10.0,10.0,9.0,9.0
5992645,4,1.0,2.0,2.0,155.00,500.00,100.00,1,80.0,8.0,10.0,10.0,10.0,8.0
7917718,2,1.0,1.0,1.0,55.00,,25.00,17,99.0,10.0,10.0,10.0,10.0,10.0
2986056,1,1.0,1.0,1.0,40.00,350.00,35.00,4,95.0,9.0,10.0,10.0,8.0,10.0
2011193,7,2.0,3.0,5.0,250.00,400.00,100.00,4,93.0,9.0,10.0,10.0,10.0,9.0
3768626,2,1.0,0.0,1.0,145.00,150.00,50.00,44,96.0,10.0,10.0,10.0,10.0,9.0
2026794,2,1.0,1.0,1.0,54.00,,15.00,100,91.0,9.0,10.0,10.0,10.0,9.0
9154294,4,1.0,1.0,1.0,99.00,100.00,,3,100.0,10.0,10.0,10.0,9.0,10.0
430610,8,3.0,3.0,3.0,254.00,300.00,125.00,70,97.0,10.0,10.0,10.0,10.0,9.0
3231850,3,1.0,0.0,2.0,100.00,200.00,45.00,84,97.0,10.0,10.0,10.0,10.0,10.0
2976798,2,1.0,1.0,1.0,65.00,500.00,10.00,36,99.0,10.0,10.0,10.0,10.0,10.0
